Etiqueta,Tupla,Longitud,Latitud,ND,NDC,NiDC,NoDC,NBC,NCC,NLRC,NKC,NCCO,NCCW,KNN,KNNW
v958,32.5312789403:-117.02690765396,-117.02690765396,32.5312789403,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.029057163582169192,0.015506820517835232,1.0,0.015506820517835232,0.08333333333333333,0.0005348917711937941,2.0,2.0
v959,32.53116361174:-117.02674806386,-117.02674806386,32.53116361174,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.002392753139298389,0.015659496962215302,1.0,0.015659496962215302,0.08333333333333333,0.0005348917711937941,2.0,1.1499209330213538
v960,32.52883210999:-117.02357500925,-117.02357500925,32.52883210999,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.009849545149947826,0.015546328157878764,1.0,0.015546328157878764,0.0,0.0,2.0,2.0
v961,32.52851098796:-117.02355623514,-117.02355623514,32.52851098796,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.009849545149947824,0.014111601738840617,1.0,0.014111601738840617,0.0,0.0,1.0,1.0
v962,32.52835947171:-117.02330678969,-117.02330678969,32.52835947171,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.05022443129190393,0.01551872616943246,1.0,0.01551872616943246,0.0,0.0,2.0,2.0
v963,32.52841148478:-117.02295542032,-117.02295542032,32.52841148478,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.05022443129190393,0.01410884147846684,1.0,0.01410884147846684,0.0,0.0,1.0,1.0
v964,32.52479084969:-117.01800674334,-117.01800674334,32.52479084969,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008825285849956075,0.013967853085967789,1.0,0.013967853085967789,0.0,0.0,1.0,1.0
v965,32.52462349643:-117.01797992125,-117.01797992125,32.52462349643,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00882528584995607,0.013953754284388789,1.0,0.013953754284388789,0.0,0.0,1.0,1.0
v966,32.52444031324:-117.01773315936,-117.01773315936,32.52444031324,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008825285849956063,0.013952344425577736,1.0,0.013952344425577736,0.0,0.0,2.0,2.0
v967,32.52448101976:-117.01748170093,-117.01748170093,32.52448101976,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.008825285849956063,0.013952203448486512,1.0,0.013952203448486512,0.0,0.0,1.0,1.0
v968,32.52469361183:-117.01730937839,-117.01730937839,32.52469361183,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.010382171594306643,0.01534740953238544,1.0,0.01534740953238544,0.0,0.0,2.0,2.0
v969,32.5249288062:-117.01738715708,-117.01738715708,32.5249288062,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.010382171594306643,0.01409170996795716,1.0,0.01409170996795716,0.0,0.0,1.5,1.9694277708661203
v970,32.52981356718:-117.01296687663,-117.01296687663,32.52981356718,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.009479802022814739,0.01410848331603938,1.0,0.01410848331603938,0.0,0.0,1.0,1.0
v971,32.53038796144:-117.01269865572,-117.01269865572,32.53038796144,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.009479802022814739,0.013967817336276979,1.0,0.013967817336276979,0.0,0.0,2.0,2.0
v972,32.5312744187:-117.01072454721,-117.01072454721,32.5312744187,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008337806073003289,0.014091865963183337,1.0,0.014091865963183337,0.0,0.0,1.0,1.0
v973,32.53400451658:-117.00831030964,-117.00831030964,32.53400451658,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.011235649715790672,0.015519629894493082,1.0,0.015519629894493082,0.0,0.0,1.0,1.0
v974,32.53487896243:-117.00743213565,-117.00743213565,32.53487896243,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.01410893183841593,1.0,0.01410893183841593,0.0,0.0,1.0,1.0
v975,32.53489479363:-117.00690240205,-117.00690240205,32.53489479363,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013967862101871545,1.0,0.013967862101871545,0.0,0.0,1.0,1.0
v976,32.53261540049:-117.00348526776,-117.00348526776,32.53261540049,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013953755188490562,1.0,0.013953755188490562,0.0,0.0,1.0,1.0
v977,32.53250007251:-117.00201273501,-117.00201273501,32.53250007251,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952344513476518,1.0,0.013952344513476518,0.0,0.0,1.0,1.0
v978,32.53395636:-116.99818790495,-116.99818790495,32.53395636,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.01395220346104348,1.0,0.01395220346104348,0.0,0.0,1.0,1.0
v979,32.53664047341:-116.99451327055,-116.99451327055,32.53664047341,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952189359567267,1.0,0.013952189359567267,0.0,0.0,1.0,1.0
v980,32.53820297884:-116.99383468241,-116.99383468241,32.53820297884,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952187953186734,1.0,0.013952187953186734,0.0,0.0,1.0,1.0
v981,32.53884062784:-116.99410826236,-116.99410826236,32.53884062784,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952187815060075,1.0,0.013952187815060075,0.0,0.0,1.0,1.0
v982,32.53916736699:-116.99477747351,-116.99477747351,32.53916736699,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v983,32.53930869203:-116.99636936724,-116.99636936724,32.53930869203,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v984,32.53981745225:-116.99710697472,-116.99710697472,32.53981745225,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.011235649715790672,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,2.0,2.0
v985,32.54088923098:-116.99740469992,-116.99740469992,32.54088923098,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.011235649715790672,0.013952187802503107,1.0,0.013952187802503107,0.16666666666666666,0.002177971281168586,2.0,2.0
v986,32.54155286476:-116.9975548996,-116.9975548996,32.54155286476,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.011235649715790672,0.015504207060986305,1.0,0.015504207060986305,0.08333333333333333,0.001088985640584293,1.0,1.0
v987,32.54436224887:-116.99809670985,-116.99809670985,32.54436224887,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008610299866591639,0.014107389604037433,1.0,0.014107389604037433,0.0,0.0,1.0,1.0
v988,32.54477827507:-116.99790492788,-116.99790492788,32.54477827507,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008610299866591639,0.013967707914848908,1.0,0.013967707914848908,0.0,0.0,1.0,1.0
v989,32.54497272416:-116.9974824813,-116.9974824813,32.54497272416,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008610299866591639,0.013953739781089568,1.0,0.013953739781089568,0.0,0.0,1.0,1.0
v990,32.54884803149:-116.95147991717,-116.95147991717,32.54884803149,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008610299866591639,0.0139523429815263,1.0,0.0139523429815263,0.0,0.0,1.0,1.0
v991,32.54854732601:-116.94991350442,-116.94991350442,32.54854732601,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00861029986659164,0.013952203310359852,1.0,0.013952203310359852,0.0,0.0,1.0,1.0
v992,32.54760451541:-116.94879234373,-116.94879234373,32.54760451541,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00861029986659164,0.013952189347010297,1.0,0.013952189347010297,0.0,0.0,1.0,1.0
v993,32.54388290804:-116.94770873129,-116.94770873129,32.54388290804,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00861029986659164,0.013952187953186734,1.0,0.013952187953186734,0.0,0.0,1.0,1.0
v994,32.53550759679:-116.94891572535,-116.94891572535,32.53550759679,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00861029986659164,0.013952187815060075,1.0,0.013952187815060075,0.0,0.0,1.0,1.0
v995,32.53390887274:-116.949167853,-116.949167853,32.53390887274,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.008610299866591639,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v996,32.5334011444:-116.94954328543,-116.94954328543,32.5334011444,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.019300142649415087,0.015347420557404245,1.0,0.015347420557404245,0.0,0.0,1.0,1.0
v997,32.53295911994:-116.95018977195,-116.95018977195,32.53295911994,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.019300142649415087,0.014091711072970433,1.0,0.014091711072970433,0.0,0.0,2.0,2.0
v998,32.53262670488:-116.95084691316,-116.95084691316,32.53262670488,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.019300142649415087,0.013966140127038446,1.0,0.013966140127038446,0.0,0.0,1.0,1.0
v999,32.53278952058:-116.95131629974,-116.95131629974,32.53278952058,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.006480618986250852,0.013953583032445246,1.0,0.013953583032445246,0.0,0.0,1.0,1.0
v1000,32.53311515108:-116.95127070218,-116.95127070218,32.53311515108,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.006480618986250852,0.013952327322985928,1.0,0.013952327322985928,0.0,0.0,1.0,1.0
v1001,32.53322143187:-116.95077180997,-116.95077180997,32.53322143187,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.01053426418228257,0.015347420833657564,1.0,0.015347420833657564,0.0,0.0,1.0,1.0
v1002,32.53250007025:-116.94951117307,-116.94951117307,32.53250007025,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01053426418228257,0.014091711098084372,1.0,0.014091711098084372,0.0,0.0,1.0,1.0
v1003,32.53229881127:-116.94889158279,-116.94889158279,32.53229881127,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.010534264182282569,0.013966140127038446,1.0,0.013966140127038446,0.0,0.0,1.0,1.0
v1004,32.53223775509:-116.94820493728,-116.94820493728,32.53223775509,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.02842574018613422,0.01534880181143986,1.0,0.01534880181143986,0.0,0.0,1.0,1.0
v1005,32.53239605108:-116.94517136157,-116.94517136157,32.53239605108,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.02842574018613422,0.014091849199629693,1.0,0.014091849199629693,0.0,0.0,2.0,2.0
v1006,32.53254755826:-116.94421112806,-116.94421112806,32.53254755826,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.028425740186134214,0.013966153939704372,1.0,0.013966153939704372,0.0,0.0,1.5,1.048978019608421
v1007,32.53414179979:-116.94026829958,-116.94026829958,32.53414179979,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.018516922398910406,0.015348833919609653,1.0,0.015348833919609653,0.0,0.0,2.0,2.0
v1008,32.53414856784:-116.93809837371,-116.93809837371,32.53414856784,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.018516922398910406,0.014091852401656793,1.0,0.014091852401656793,0.0,0.0,1.0,1.0
v1009,32.5341463088:-116.93762898982,-116.93762898982,32.5341463088,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.00642730922660063,0.015361421088143666,1.0,0.015361421088143666,0.0,0.0,1.0,1.0
v1010,32.53414179074:-116.93531156659,-116.93531156659,32.53414179074,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.006427309226600629,0.014093111074560804,1.0,0.014093111074560804,0.0,0.0,1.0,1.0
v1011,32.5343181669:-116.93426013529,-116.93426013529,32.5343181669,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.006427309226600627,0.01396628009957215,1.0,0.01396628009957215,0.0,0.0,1.0,1.0
v1012,32.53479304528:-116.9330638808,-116.9330638808,32.53479304528,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.006427309226600629,0.013953597020908738,1.0,0.013953597020908738,0.0,0.0,2.0,2.0
v1013,32.53632164619:-116.93087786973,-116.93087786973,32.53632164619,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.006427309226600629,0.013952328716809488,1.0,0.013952328716809488,0.16666666666666666,0.002048090524389721,2.5,2.601572144626441
v1014,32.54123284891:-116.93076348133,-116.93076348133,32.54123284891,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.0006253188365322139,0.014259648629653223,1.0,0.014259648629653223,0.0,0.0,1.0,1.0
v1015,32.54232768653:-116.93088086614,-116.93088086614,32.54232768653,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.0006238136762460542,0.015393988353281244,1.0,0.015393988353281244,0.0,0.0,2.0,2.0
v1016,32.54410831309:-116.93107574456,-116.93107574456,32.54410831309,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.014479180530330224,0.01564710784219673,1.0,0.01564710784219673,0.0,0.0,1.5,1.865041459215831
v1017,32.53757436788:-116.9231155622,-116.9231155622,32.53757436788,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0037855196790015874,0.015717443217902048,1.0,0.015717443217902048,0.0,0.0,2.5,2.176416428615216
v1018,32.53772133941:-116.92136943608,-116.92136943608,32.53772133941,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.003900557887229666,0.01569835319693377,1.0,0.01569835319693377,0.0,0.0,2.0,2.0
v1019,32.53541262049:-116.92127287522,-116.92127287522,32.53541262049,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0013165011266636191,0.01569642558917594,1.0,0.01569642558917594,0.0,0.0,2.0,2.0
v1020,32.53130156186:-116.92254425168,-116.92254425168,32.53130156186,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0008690763084142566,0.015696231257523334,1.0,0.015696231257523334,0.0,0.0,2.0,2.0
v1021,32.53020930939:-116.92246377736,-116.92246377736,32.53020930939,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0004554841938258981,0.01569621176910741,1.0,0.01569621176910741,0.0,0.0,2.0,2.0
v1022,32.53064575698:-116.91851288349,-116.91851288349,32.53064575698,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.00015843053909990934,0.015696209885562057,1.0,0.015696209885562057,0.0,0.0,2.0,2.0
v1023,32.53124275958:-116.91771894962,-116.91771894962,32.53124275958,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.00015273449983016062,0.015696210036245682,1.0,0.015696210036245682,0.0,0.0,2.0,2.0
v1024,32.53505081913:-116.91658705741,-116.91658705741,32.53505081913,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.00047699456955011416,0.015696213640095793,1.0,0.015696213640095793,0.0,0.0,2.0,2.0
v1025,32.5367512804:-116.91638053,-116.91638053,32.5367512804,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.0009234137127753233,0.015696250406901095,1.0,0.015696250406901095,0.0,0.0,2.0,2.0
v1026,32.53881890427:-116.90923739497,-116.90923739497,32.53881890427,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.020034420187978085,0.014128278322919543,1.0,0.014128278322919543,0.0,0.0,2.0,2.0
v1027,32.53912780335:-116.90646977305,-116.90646977305,32.53912780335,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.019380682395615776,0.013969796289481145,1.0,0.013969796289481145,0.0,0.0,1.0,1.0
v1028,32.53958681464:-116.90272808611,-116.90272808611,32.53958681464,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291076,0.013953948390015954,1.0,0.013953948390015954,0.0,0.0,1.0,1.0
v1029,32.5436726281:-116.89253837138,-116.89253837138,32.5436726281,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291074,0.013952363750753063,1.0,0.013952363750753063,0.0,0.0,1.0,1.0
v1030,32.54425824117:-116.89041138232,-116.89041138232,32.54425824117,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291062,0.013952205344588832,1.0,0.013952205344588832,0.0,0.0,1.0,1.0
v1031,32.54422658663:-116.88864112437,-116.88864112437,32.54422658663,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.01395218953536483,1.0,0.01395218953536483,0.0,0.0,1.0,1.0
v1032,32.54250365835:-116.88012242854,-116.88012242854,32.54250365835,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187965743705,1.0,0.013952187965743705,0.0,0.0,1.0,1.0
v1033,32.54225493894:-116.87680185378,-116.87680185378,32.54225493894,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291059,0.013952187815060075,1.0,0.013952187815060075,0.0,0.0,1.0,1.0
v1034,32.54224249956:-116.8564344956,-116.8564344956,32.54224249956,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291059,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1035,32.54209666259:-116.85562313139,-116.85562313139,32.54209666259,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291059,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1036,32.54147259658:-116.8552020219,-116.8552020219,32.54147259658,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291059,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1037,32.54029455138:-116.85576260358,-116.85576260358,32.54029455138,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.013118842580291059,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1038,32.53722161896:-116.85740948796,-116.85740948796,32.53722161896,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1039,32.53529052023:-116.85754896283,-116.85754896283,32.53529052023,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1040,32.5317447882:-116.85654045224,-116.85654045224,32.5317447882,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1041,32.52670635171:-116.85267807126,-116.85267807126,32.52670635171,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1042,32.5199216551:-116.84279681325,-116.84279681325,32.5199216551,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1043,32.51863702367:-116.84154153407,-116.84154153407,32.51863702367,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01311884258029106,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1044,32.51647482849:-116.84031576455,-116.84031576455,32.51647482849,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.017423367159316,0.015536033301710902,1.0,0.015536033301710902,0.0,0.0,1.0,1.0
v1045,32.51386927346:-116.84038282514,-116.84038282514,32.51386927346,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.017423367159316003,0.014110572004595843,1.0,0.014110572004595843,0.0,0.0,1.0,1.0
v1046,32.49844902101:-116.84937142385,-116.84937142385,32.49844902101,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.033123013842946504,0.01411241878314407,1.0,0.01411241878314407,0.0,0.0,2.0,2.925864893527605
v1047,32.49143795431:-116.85033430568,-116.85033430568,32.49143795431,5,0.0011210762331838565,0.0004484304932735426,0.0006726457399103139,0.02275210594271871,0.015533060828560624,1.0,0.015533060828560624,0.0,0.0,1.3333333333333333,1.0743017127015357
v1048,32.48927538906:-116.85063129167,-116.85063129167,32.48927538906,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.010727293254049208,0.015509019833288793,1.0,0.015509019833288793,0.0,0.0,1.0,1.0
v1049,32.48683213246:-116.85096681654,-116.85096681654,32.48683213246,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.010727293254049206,0.014107870586178909,1.0,0.014107870586178909,0.0,0.0,2.0,2.0
v1050,32.48384560269:-116.8505618003,-116.8505618003,32.48384560269,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.010727293254049206,0.013967755882470576,1.0,0.013967755882470576,0.0,0.0,1.5,1.7340748231476757
v1051,32.48330230598:-116.8504122116,-116.8504122116,32.48330230598,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.009162434182882033,0.013953744527623858,1.0,0.013953744527623858,0.0,0.0,1.0,1.0
v1052,32.48268283253:-116.85024164986,-116.85024164986,32.48268283253,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.010152135495963213,0.015504363797073657,1.0,0.015504363797073657,0.0,0.0,2.0,2.0
v1053,32.4784842104:-116.84908565984,-116.84908565984,32.4784842104,4,0.0008968609865470852,0.0004484304932735426,0.0004484304932735426,0.010277789561857053,0.015680756915329625,1.0,0.015680756915329625,0.0,0.0,2.5,2.9398191594106167
v1054,32.4754685005:-116.84825538964,-116.84825538964,32.4754685005,6,0.0013452914798206279,0.0006726457399103139,0.0006726457399103139,0.017326694002252795,0.01766614407184175,1.0,0.01766614407184175,0.0,0.0,3.0,3.349891336698231
v1055,32.47272278629:-116.8473455599,-116.8473455599,32.47272278629,6,0.0013452914798206279,0.0006726457399103139,0.0006726457399103139,0.02231422311218317,0.017711047516816496,1.0,0.017711047516816496,0.0,0.0,2.3333333333333335,2.0579502503959177
v1056,32.4705158843:-116.84670746595,-116.84670746595,32.4705158843,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.01944253121845631,0.014328066392948053,1.0,0.014328066392948053,0.0,0.0,1.5,1.821278143605378
v1057,32.4693998427:-116.84666398272,-116.84666398272,32.4693998427,5,0.0011210762331838565,0.0006726457399103139,0.0004484304932735426,0.023980498530141142,0.01696870773621304,1.0,0.01696870773621304,0.0,0.0,2.5,2.0563764890251393
v1058,32.46924160903:-116.84665781766,-116.84665781766,32.46924160903,5,0.0011210762331838565,0.0004484304932735426,0.0006726457399103139,0.022059995185222444,0.015664736797034277,1.0,0.015664736797034277,0.0,0.0,1.6666666666666667,1.0947757239800355
v1059,32.46355722035:-116.84645534097,-116.84645534097,32.46355722035,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.018773227155447957,0.014123442018857109,1.0,0.014123442018857109,0.0,0.0,1.0,1.0
v1060,32.46142538929:-116.84508205533,-116.84508205533,32.46142538929,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01877322715544795,0.013969312921515554,1.0,0.013969312921515554,0.0,0.0,2.0,2.0
v1061,32.46044318451:-116.84356928408,-116.84356928408,32.46044318451,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.018773227155447953,0.013953900183811875,1.0,0.013953900183811875,0.0,0.0,1.0,1.0
v1062,32.45890340914:-116.8377751509,-116.8377751509,32.45890340914,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.018773227155447974,0.01534914554590991,1.0,0.01534914554590991,0.0,0.0,1.0,1.0
v1063,32.4585240203:-116.83661163926,-116.83661163926,32.4585240203,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.01877322715544797,0.014091883517826032,1.0,0.014091883517826032,0.0,0.0,2.0,2.0
v1064,32.4574557815:-116.83510423243,-116.83510423243,32.4574557815,3,0.0006726457399103139,0.0002242152466367713,0.0004484304932735426,0.01877322715544797,0.013966157342642976,1.0,0.013966157342642976,0.0,0.0,1.0,1.0
v1065,32.39891665596:-116.93529010087,-116.93529010087,32.39891665596,3,0.0006726457399103139,0.0004484304932735426,0.0002242152466367713,0.007210345000648156,0.01548847731004266,1.0,0.01548847731004266,0.0,0.0,1.0,1.0
v1066,32.39899592011:-116.93559319049,-116.93559319049,32.39899592011,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.007210345000648156,0.014105816743211486,1.0,0.014105816743211486,0.0,0.0,1.0,1.0
v1067,32.3996141804:-116.93628252089,-116.93628252089,32.3996141804,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.007210345000648156,0.013967550689039763,1.0,0.013967550689039763,0.0,0.0,1.0,1.0
v1068,32.3998814115:-116.93637103379,-116.93637103379,32.3998814115,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.007210345000648156,0.013953724084878287,1.0,0.013953724084878287,0.0,0.0,1.0,1.0
v1069,32.39990405817:-116.93674386084,-116.93674386084,32.39990405817,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.0072103450006481525,0.01395234142446214,1.0,0.01395234142446214,0.0,0.0,1.0,1.0
v1070,32.40011466963:-116.93754852087,-116.93754852087,32.40011466963,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952203159676222,1.0,0.013952203159676222,0.0,0.0,1.0,1.0
v1071,32.3999312319:-116.93822443753,-116.93822443753,32.3999312319,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952189334453326,1.0,0.013952189334453326,0.0,0.0,1.0,1.0
v1072,32.39981007107:-116.93986460701,-116.93986460701,32.39981007107,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952187953186734,1.0,0.013952187953186734,0.0,0.0,1.0,1.0
v1073,32.40015770045:-116.94124997199,-116.94124997199,32.40015770045,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.007210345000648152,0.013952187815060075,1.0,0.013952187815060075,0.0,0.0,1.0,1.0
v1074,32.40095485499:-116.94244623452,-116.94244623452,32.40095485499,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1075,32.40374031924:-116.9436867562,-116.9436867562,32.40374031924,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1076,32.40591201815:-116.94332600176,-116.94332600176,32.40591201815,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,1.0,1.0
v1077,32.4063422751:-116.94313288271,-116.94313288271,32.4063422751,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.00721034500064815,0.013952187802503107,1.0,0.013952187802503107,0.0,0.0,3.0,3.0
v1078,32.4070102993:-116.94237381488,-116.94237381488,32.4070102993,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.0006988670400402922,0.014268507182033272,1.0,0.014268507182033272,0.0,0.0,1.0,1.0
v1079,32.40761718007:-116.94244891673,-116.94244891673,32.40761718007,2,0.0004484304932735426,0.0002242152466367713,0.0002242152466367713,0.000698867040040302,0.013983819071169674,1.0,0.013983819071169674,0.0,0.0,3.0,3.0
