Etiqueta,degree,distance,ranking
v227,0.2509803921568628,0.11090207634928485,0.12043623771424897
v228,0.37591036414565815,0.11226653165530949,0.1862655020911833
v229,0.16881419234360412,0.14452733489050068,0.2928387130316299
v230,0.0,0.013083981638223248,0.05513117735110404
v231,0.0,0.011772514508136898,0.07426957969806523
v232,0.0,0.011641369586675353,0.09055726486305668
v233,0.0,0.011628256036239843,0.1044063837210693
v234,0.249859943977591,0.011626944991271754,0.11618229584449281
v235,0.2509803921568628,0.028539204790355703,0.30384314746799257
v236,0.16881419234360412,0.03136860825729744,0.49745790826574265
v237,0.2509803921568628,0.009947040865656322,0.2205005133204757
v238,0.249859943977591,0.0007269014133995381,0.0610687740805483
v239,0.0,0.01597667454877843,0.0026989695822423913
v240,0.0,0.015266890812133213,0.02966487319595401
v241,0.0,0.01519591276002844,0.052619795490357016
v242,0.0,0.015188815132824239,0.0721028404577768
v243,0.0,0.015188105461978038,0.08870163879039195
v244,0.49971988795518196,0.015188034546572637,0.10278839001819616
v245,0.5008403361344537,0.13677706932014969,0.33812027693049845
v246,0.33538748832866466,0.23210199085241745,0.4356342750999785
v247,0.5019607843137255,0.12477885652331996,0.11834821918652098
v248,0.41867413632119516,0.07793707192306104,0.24902377548583848
v249,0.41867413632119516,0.10875734089163445,0.1057185655122824
v250,0.37591036414565815,0.09958899970441895,0.10343023044203448
v251,0.37591036414565815,0.09873094848862489,0.44904309397460695
v252,0.41867413632119516,0.1172881486746764,0.853229306512179
v253,0.41867413632119516,0.06208039669037444,0.8722164390143863
v254,0.2509803921568628,0.029343986431512127,0.44312761759475333
v255,0.249859943977591,0.010802260476776215,0.03882059845397155
v256,0.000560224089635842,0.0100713642190757,0.06031586716090292
v257,0.25042016806722694,0.020678688320913862,0.11755419204856749
v258,0.12549019607843137,0.014910442339521506,0.12703518163734692
v259,0.000560224089635842,0.007171414970721232,0.11944060715069803
v260,0.0,0.0019884621821188195,0.08722312585385386
v261,0.0,0.0019826940895673753,0.10155308684822441
v262,0.0,0.0019821173492178784,0.1135032736941617
v263,0.000560224089635842,0.015588507410155585,0.14012091363601392
v264,0.0,0.009788681449345844,0.1463031881219545
v265,0.249859943977591,0.009208698973849764,0.15166167036195827
v266,0.0,0.0858557031830072,0.07628481832591483
v267,0.000560224089635842,0.12265305707759333,0.1772237519381723
v268,0.249859943977591,0.11683994030654536,0.17804171729017412
v269,0.12605042016806722,0.1716905776804282,0.3455059817962332
v270,0.000560224089635842,0.16774389325036726,0.41865463154042415
v271,0.0,0.16084171424358024,0.38297708840412126
v272,0.0,0.16015149638309645,0.35337483766817623
v273,0.0,0.16008247462001662,0.33002418695860014
v274,0.0,0.1600755724551929,0.3072456018774474
v275,0.0,0.16007488225019487,0.2867495728379257
v276,0.0,0.160074813229695,0.27787496975460974
v277,0.0,0.16007480633912927,0.2572269742572196
v278,0.249859943977591,0.1600748056500727,0.2472102577590463
v279,0.000560224089635842,0.16007480559265133,0.237583525973005
v280,0.0,0.0667278290081478,0.1353720696654562
v281,0.0,0.06672782900814776,0.14226407078188547
v282,0.0,0.0667278290081478,0.14854871257078073
v283,0.249859943977591,0.06672782900814782,0.15373721297148593
v284,0.000560224089635842,0.06672782900814783,0.16338652397930087
v285,0.0,0.028295033613733516,0.07892358217713595
v286,0.0,0.028295033613733516,0.09485453157582995
v287,0.25042016806722694,0.1754110278951676,0.2727167219413685
v288,0.12549019607843137,0.16961146779535144,0.25778498952890866
v289,0.001120448179271684,0.2139431239416405,0.19735478310443166
v290,0.0,0.03232230242708949,0.10826843521733556
v291,0.0,0.03174157186584342,0.11817543376984986
v292,0.249859943977591,0.03168349892456157,0.12761257028700557
v293,0.12549019607843137,0.03167769167062836,0.13601907705953675
v294,0.2515406162464986,0.05965592309907473,0.5677598594540143
v295,0.0,0.03935898562406957,0.018185730769354508
v296,0.0,0.03820294789357947,0.042968918387394785
v297,0.0,0.03808734418369398,0.06376640995701352
v298,0.25042016806722694,0.22091470731327534,0.16802198437310367
v299,0.000560224089635842,0.21459068265748146,0.1694757411301655
v300,0.0,0.012082006414026377,0.033106516585580996
v301,0.25042016806722694,0.08692093819644194,0.2351822633674874
v302,0.000560224089635842,0.08111504899718307,0.22567045776322753
v303,0.000560224089635842,0.08052447698236148,0.25629407414906086
v304,0.0,0.07471769493805144,0.24494221985302383
v305,0.0,0.07413701685994747,0.23575077841469091
v306,0.249859943977591,0.07407894914401135,0.22726169323162032
v307,0.001120448179271684,0.09522350578762863,0.23464102378531593
v308,0.5008403361344537,0.09422262250407726,0.3022115389034325
v309,0.33538748832866466,0.10601116170891893,0.39291612986144864
v310,0.37591036414565815,0.08250276300781374,0.24977480975314537
v311,0.2509803921568628,0.07762330224279407,0.2377315946025467
v312,0.12605042016806722,0.08708282770375424,0.25648930468047654
v313,0.000560224089635842,0.08941685513795178,0.18462482496980354
v314,0.249859943977591,0.08294215867365252,0.18407351019408036
v315,0.000560224089635842,0.08229469126091428,0.18538886305214222
v316,0.25042016806722694,0.08137029519314534,0.21331646198960866
v317,0.2509803921568628,0.08283352236406721,0.22149426579944698
v318,0.000560224089635842,0.12973040837789662,0.2146128046851005
v319,0.0,0.12322419314537199,0.208553136795037
v320,0.49971988795518196,0.12257357266718868,0.2046574581311191
v321,0.001120448179271684,0.12250851096964083,0.19924416272523401
v322,0.25042016806722694,0.09045773512814304,0.20367860025213808
v323,0.2509803921568628,0.11529105881561294,0.3168293521283875
v324,0.000560224089635842,0.10766893229791735,0.1311260180125052
v325,0.000560224089635842,0.10613774403536455,0.2312303305107232
v326,0.000560224089635842,0.12226116894712515,0.2641801301334586
v327,0.0,0.11593055208712157,0.2522158761539128
v328,0.249859943977591,0.11529749060783813,0.2412216405933057
v329,0.2509803921568628,0.19609178415443507,0.5018897836954838
v330,0.37591036414565815,0.11958884380405205,0.37762367850114953
v331,0.33594771241830057,0.14976935701919417,0.5130224009566584
v332,0.37591036414565815,0.03473172468436854,0.19763535883098346
v333,0.2509803921568628,0.033111619668783177,0.20667491631479618
v334,0.2509803921568628,0.03361269601062361,0.1829929440349249
v335,0.6257703081232492,0.03526750862688388,0.08421489008654426
v336,0.2032492997198879,0.049469845166583946,0.24261081043757374
v337,0.6257703081232492,0.014464954782571909,0.1256386079109051
v338,0.37591036414565815,0.017024997802681584,0.13286497142937873
v339,0.41923436041083095,0.13516359714985793,0.5999237353239883
v340,0.33538748832866466,0.07950544992015154,0.2607352450582913
v341,0.25210084033613445,0.043694116103130065,0.5128043779037924
v342,0.6257703081232492,0.028975546114524485,0.30946841055892893
v343,0.31568627450980385,0.07265688610109658,0.6409325306017392
v344,0.37647058823529406,0.03410606549106042,0.37993186908738913
v345,0.249859943977591,0.009294482922814882,0.04048323157776933
v346,0.25042016806722694,0.007913249102074651,0.06186641452794416
v347,0.37591036414565815,0.015277196796412906,0.18642289755948818
v348,0.065266106442577,0.09553459483736315,0.35581252844076044
v349,0.12605042016806722,0.15854012804456505,0.25063703166427903
v350,0.25042016806722694,0.1550428777875892,0.19793831556804226
v351,0.12661064425770305,0.17168677927191212,0.2833518894980424
v352,0.37591036414565815,0.052232215326476775,0.15952107410424118
v353,0.3348272642390289,0.052214854250412286,0.12448991880944316
v354,0.000560224089635842,0.07397648853458032,0.05961526775629617
v355,0.000560224089635842,0.07665882952919166,0.08119555106576455
v356,0.0,0.06955917695804753,0.09656703271107095
v357,0.0,0.06884921297568773,0.10933476615487374
v358,0.0,0.06877821718037626,0.12046624231065152
v359,0.0,0.06877111788795205,0.12950387242527883
v360,0.0,0.06877040810226305,0.13748670694038514
v361,0.0,0.06877033718685771,0.14373229766001647
v362,0.0,0.06877033012402776,0.14965411726377167
v363,0.0,0.06877032943497118,0.15441636518637475
v364,0.0,0.06877032937754983,0.15870390065441156
v365,0.0,0.0687703293775498,0.16219649685607798
v366,0.0,0.06877032937754976,0.16509133002629253
v367,0.0,0.06877032937754973,0.16742015356039544
v368,0.49971988795518196,0.06877032937754972,0.16898814190926853
v369,0.16881419234360412,0.17799288603993077,0.2308396067877382
v370,0.37591036414565815,0.06931675274182757,0.14310196788296442
v371,0.2509803921568628,0.068895520631593,0.18661534337267072
v372,0.2509803921568628,0.06993850072729996,0.095711125498714
v373,0.5008403361344537,0.07289510366878178,0.14278272638756456
v374,0.31568627450980385,0.11938632164060699,0.6289549514136085
v375,0.37759103641456576,0.11466956647115356,0.6213125000447153
v376,0.750140056022409,0.04260040590368094,0.14044303031262187
v377,0.25210084033613445,0.03886084040864319,0.23866532356454936
v378,0.5019607843137255,0.0331262818968565,0.39296445035929506
v379,0.33538748832866466,0.07794430956882939,0.3222262381332612
v380,0.37591036414565815,0.11359068317896405,0.2526699751284577
v381,0.12549019607843137,0.10129128458371033,0.2335878332855133
v382,0.37591036414565815,0.11130322902740815,0.28220901406243115
v383,0.12549019607843137,0.0488259552716649,0.06587072642213991
v384,0.2509803921568628,0.07356477726514697,0.15568904491623567
v385,0.08552754435107374,0.11121004875680386,0.30648132758429086
v386,0.0,0.052100165106929476,0.0324855835690212
v387,0.0,0.050834783975182214,0.05496893637544016
v388,0.249859943977591,0.050708246258214996,0.07407852532149756
v389,0.000560224089635842,0.0506955926530403,0.09025731717581198
v390,0.249859943977591,0.004487466223098402,0.061237245692199085
v391,0.2515406162464986,0.16972997259593783,0.6305617888317662
v392,0.000560224089635842,0.09870754804031741,0.12994923284187734
v393,0.249859943977591,0.07223476652546247,0.0768599793837689
v394,0.001120448179271684,0.10267090241663676,0.2373430105499863
v395,0.0,0.04803331555769528,0.1630642464827729
v396,0.0,0.047457882520784395,0.16558482982470812
v397,0.0,0.04740033923431973,0.16837949027136476
v398,0.0,0.04739458492289968,0.17228106850178238
v399,0.0,0.04739400950324194,0.17425383525930482
v400,0.249859943977591,0.0473939519670183,0.17471964577125831
v401,0.25042016806722694,0.047393946224880225,0.17650773106865755
v402,0.12549019607843137,0.02461463792458037,0.17415339556604323
v403,0.25042016806722694,0.02256379379295758,0.02964896764999244
v404,0.12605042016806722,0.03021648483440776,0.0519736974134808
v405,0.12605042016806722,0.026150825725420164,0.2345568047992272
v406,0.000560224089635842,0.017247075138731957,0.18663706215783032
v407,0.0,0.015910752440472808,0.16342721209615702
v408,0.0,0.015846440493894953,0.16803855506141496
v409,0.0,0.015840009299237165,0.17211657798949784
v410,0.0,0.015839366179771382,0.1698965510212592
v411,0.0,0.015839301867824812,0.1731848946889337
v412,0.0,0.015839295436630145,0.17421707455196214
v413,0.0,0.01583929480499497,0.17566706010061145
v414,0.0,0.015839294747573587,0.1766864244448196
v415,0.0,0.015839294747573587,0.1775528841373965
v416,0.0,0.015839294747573587,0.17828937487608687
v417,0.249859943977591,0.015839294747573587,0.17891539200397372
v418,0.001120448179271684,0.06660203000058353,0.35148640776487877
v419,0.25042016806722694,0.0735220710870328,0.2100699440786198
v420,0.12549019607843137,0.06713994483668806,0.206795030032625
v421,0.001120448179271684,0.035240892643096454,0.3332001810084267
v422,0.25042016806722694,0.0542260026897886,0.2994092043782839
v423,0.000560224089635842,0.047844611777647324,0.2779055318662277
v424,0.25042016806722694,0.0726042994002466,0.19042242641141308
v425,0.000560224089635842,0.0667402287907174,0.1882801018730664
v426,0.25042016806722694,0.06847087461137634,0.19518786184180253
v427,0.000560224089635842,0.06261267441929924,0.1936039611515578
v428,0.0,0.04467233416983941,0.013350263784095404
v429,0.249859943977591,0.04461375218801611,0.03873736047398946
v430,0.001120448179271684,0.05268985123084022,0.06562272037437067
v431,0.0,0.004239493445049753,0.019767428219322643
v432,0.000560224089635842,0.011140621954624034,0.08923063444837648
v433,0.0,0.005341056629462082,0.10312915830584175
v434,0.0,0.004761100108430157,0.1151109849604491
v435,0.000560224089635842,0.014548907693849148,0.2733503427653898
v436,0.249859943977591,0.00878795135675866,0.2593656442002695
v437,0.2509803921568628,0.035871189184905124,0.6404438897053968
v438,0.0,0.018455682590271656,0.0508968555818328
v439,0.000560224089635842,0.06509330715601033,0.32405274804097584
v440,0.0,0.05869899982103407,0.30342425754687724
v441,0.249859943977591,0.05805956956413389,0.2872993332808653
v442,0.12605042016806722,0.0708224008499468,0.44852960947992204
v443,0.0,0.03990515156992953,0.06073464807683714
v444,0.0,0.03933029843154408,0.07857747160647251
v445,0.249859943977591,0.03927281314067411,0.0948441063197868
v446,0.000560224089635842,0.0392670646288135,0.10825888350087076
v447,0.0,0.03280705270898899,0.044563065960795116
v448,0.249859943977591,0.03280699523018672,0.06515906176905878
v449,0.12549019607843137,0.03280698948804864,0.08259753835291499
v450,0.12549019607843137,0.031711741449683396,0.07780667087331573
v451,0.0,0.030009937586701785,0.08822023869013096
v452,0.0,0.030009937586701785,0.10209003770609114
v453,0.25042016806722694,0.28003309822765055,0.33191433758539296
v454,0.000560224089635842,0.27429095434078304,0.3098880722573734
v455,0.25042016806722694,0.2842889517743159,0.28734549671506937
v456,0.000560224089635842,0.27843075158223884,0.2699121838636747
v457,0.25042016806722694,0.0649112083161311,0.14977897729535214
v458,0.000560224089635842,0.05905183592398501,0.15329447038165417
v459,0.0,0.02708391499236057,0.15036778324897346
v460,0.25042016806722694,0.046505531222320165,0.1983916402694025
v461,0.12605042016806722,0.09924707519177975,0.3078541366310948
v462,0.001120448179271684,0.0769546111014106,0.2592938232794113
v463,0.0,0.026146704228129786,0.08117350361776203
v464,0.0,0.025503457057200203,0.09599669996641488
v465,0.249859943977591,0.025439132363075795,0.10902563810377572
v466,0.000560224089635842,0.02543269990514764,0.12138369699659667
v467,0.0,0.012244812376235993,0.03505847401452702
v468,0.0,0.012244748064289502,0.057049693892811094
v469,0.0,0.012244741633094818,0.07577945637525886
v470,0.0,0.012244741001459692,0.09208091987874208
v471,0.0,0.012244740944038341,0.10559181693350897
v472,0.249859943977591,0.012244740944038341,0.11702414319818027
v473,0.12605042016806722,0.02669638845010365,0.16730178719529537
v474,0.2509803921568628,0.02504445999001331,0.14498342488212043
v475,0.2509803921568628,0.025979660051005098,0.17312021403743208
v476,0.37591036414565815,0.026891343292746995,0.12010364318645772
v477,0.3348272642390289,0.02881021879764454,0.14845292577064287
v478,0.41867413632119516,0.06877989025893903,0.2653035823691825
v479,0.2515406162464986,0.07332087445263318,0.6875798235904493
v480,0.2509803921568628,0.0666662186191551,0.43123457350826855
v481,0.2509803921568628,0.06684896185260164,0.2644138909813133
v482,0.2509803921568628,0.06777760500584047,0.16057786824974976
v483,0.2509803921568628,0.06891789144170299,0.14705130564952484
v484,0.2509803921568628,0.07017195912016741,0.22090899453731586
v485,0.0,0.05012857328391179,0.07536262568240941
v486,0.0,0.05012276660419237,0.09122193522159482
v487,0.0,0.050122185959188985,0.10679535094300008
v488,0.0,0.05012212790617292,0.11808367181248582
v489,0.0,0.05012212210661346,0.12783687530218169
v490,0.249859943977591,0.05012212153239963,0.1359647780187554
v491,0.12605042016806722,0.2905404953948733,0.36552355037826556
