,Arista,Angulo1,Angulo2,Dist
2013,"('v696', 'v697')",35.17833974962145,-144.82141175201028,75.44547608898434
2014,"('v697', 'v3')",122.8829989774966,-57.11406632619331,611.2954276014278
2015,"('v3', 'v1351')",35.14536871255033,-144.8537794269175,258.8565140291941
2016,"('v1351', 'v1352')",35.0049718050719,-144.9941316811317,273.3569339048743
2017,"('v1352', 'v1353')",-16.99821074720581,163.0017038633913,51.08748038108068
2018,"('v1353', 'v1354')",-49.938742798439854,130.05874802438666,573.3640674074849
2019,"('v1354', 'v88')",14.516881284723155,-165.48307043103986,33.686149697420866
2020,"('v88', 'v497')",36.64754983489852,-143.35178210806689,195.7229280222731
2021,"('v497', 'v498')",67.99656054951949,-112.00213200032897,246.5900637423201
2022,"('v498', 'v499')",67.9966930246664,-112.00226784212498,195.9788370099603
2023,"('v499', 'v500')",98.79279387045433,-81.20671460620875,86.9699866053032
2024,"('v500', 'v491')",122.68761197933799,-57.3106756645403,355.78244923944635
2025,"('v491', 'v501')",123.52479642596163,-56.473896145259374,274.2655698485475
2026,"('v501', 'v502')",124.10216741007,-55.89745944465338,78.808829848521
2027,"('v502', 'v503')",102.39216344205575,-77.60728166776649,99.35674321174535
2028,"('v503', 'v504')",89.61164909407745,-90.38601604870392,408.34139341894553
2029,"('v504', 'v505')",111.46572314317883,-68.53384099973763,81.90677275594548
2030,"('v505', 'v506')",111.46540372325802,-68.5335229849875,201.69787038715432
2031,"('v506', 'v698')",111.46480682286499,-68.5329306422322,425.20276286487575
2032,"('v698', 'v699')",123.46119873633991,-56.53749269845724,274.3474634364302
2033,"('v699', 'v1355')",138.21634087877783,-41.782644592396366,266.32732144560003
2034,"('v1355', 'v1356')",111.38224784133979,-68.61761526103695,25.716574260274598
2035,"('v1356', 'v1357')",46.586137744959984,-133.4109598122067,698.8474176834825
2036,"('v1357', 'v1358')",58.16547399758677,-121.83299538983897,315.0802839852396
2037,"('v1358', 'v1359')",5.583269035644451,-174.4166563916793,134.04085101345993
2038,"('v1359', 'v526')",50.39836706381053,-129.60144014312755,43.75699568822478
2039,"('v526', 'v527')",75.81666212337788,-104.18015895258443,573.3709994458106
2040,"('v527', 'v528')",59.689069917753955,-120.31047766129821,91.63895887848919
2041,"('v528', 'v1360')",56.32567109415032,-123.67283540163686,313.80281548475244
2042,"('v1360', 'v1361')",11.719361108782298,-168.28050050703337,119.1232389931162
2043,"('v1361', 'v1362')",36.53646959201972,-143.46285432757224,198.55211747161104
2044,"('v1362', 'v1363')",73.64642176780433,-106.35115780983021,441.00497114151204
2045,"('v1363', 'v1364')",100.64830025449547,-79.34883097770657,510.3382406170727
2046,"('v1364', 'v1365')",75.17677880344797,-104.81694723558785,1134.5851951248148
2047,"('v1365', 'v1366')",74.83498340082983,-105.16435486623149,119.85422938807538
