,0,1
190,50.98575,8.047543
191,-42.483315,-31.149778
192,83.2668,1.1261902
193,50.840576,7.8472867
194,-50.649677,-25.814367
195,82.22056,-0.7641003
196,24.642399,-10.708852
197,-37.63968,49.934925
198,-52.934437,44.404045
199,-39.96692,11.68462
200,-39.84956,11.429062
201,75.748,-11.445268
202,36.671455,1.2376668
203,-25.841755,-16.37583
204,38.989677,13.0080185
205,75.79047,-11.390597
206,19.32601,-1.9655608
207,-53.814,44.09968
208,68.67363,31.217117
209,66.46612,29.221573
210,66.22337,28.914597
211,66.13793,28.98685
212,32.09876,12.658102
213,28.60553,-6.320497
214,37.59799,3.529161
215,-51.834183,24.300646
216,-51.818012,24.307735
217,74.68254,-12.972612
218,26.749247,-6.349299
219,-42.159496,49.959003
220,-15.85573,41.364895
221,-15.856552,41.363388
222,-41.164158,47.969276
223,-49.740017,45.205654
224,4.166524,58.186962
225,-16.218676,40.76298
226,-16.19186,40.80566
227,-16.16026,40.85961
228,5.0136724,68.20536
229,20.292622,-63.229218
230,28.629704,50.996162
231,24.727777,50.280098
232,24.481718,50.303173
233,24.462194,50.30284
234,60.195145,-27.441187
235,-10.71531,76.94326
236,20.617687,-63.750206
237,3.19837,55.151295
238,42.925922,-19.111443
239,26.480429,30.12015
240,23.8216,27.404154
241,23.78898,27.380564
242,23.786234,27.37786
243,23.785986,27.377672
244,39.624638,-54.193485
245,-17.77556,75.96695
246,14.785125,-55.319805
247,3.132401,-45.30479
248,8.38414,-49.76892
249,3.5004027,-45.80776
250,-0.73162556,46.964394
251,-4.558533,77.53206
252,8.271855,-46.9379
253,6.728933,-45.56816
254,-4.790221,77.42333
255,58.478603,-28.51863
256,32.423584,11.802993
257,28.23783,-4.830149
258,32.90355,-3.8741271
259,32.10729,11.781565
260,69.156235,26.954319
261,69.15331,26.948507
262,69.15304,26.947926
263,32.30713,12.625084
264,38.321583,57.384315
265,57.411724,-28.446352
266,-82.75347,1.1031384
267,48.646656,9.785869
268,81.53545,-1.993152
269,-22.666018,-39.764523
270,51.454716,7.583208
271,-39.742313,-33.219837
272,-39.730076,-33.19125
273,-39.49461,-32.828247
274,-39.494507,-32.82777
275,-39.494488,-32.827717
276,-39.494488,-32.827713
277,-39.494488,-32.827713
278,83.59543,1.7456055
279,51.42433,7.5048304
280,-43.731766,-8.872496
281,-43.731766,-8.872496
282,-43.731766,-8.872496
283,77.31404,-9.123682
284,41.12927,13.388079
285,-70.31985,-5.5472302
286,-70.31986,-5.547205
287,29.78024,-11.332339
288,39.329983,5.7231326
289,-23.617966,-48.043785
290,-69.86504,3.9488392
291,-68.40425,1.9324057
292,71.704765,-16.906214
293,37.668484,6.8321953
294,-32.912243,52.112236
295,-62.962696,20.251205
296,-61.665493,19.980066
297,-61.553757,19.96699
298,29.86017,-12.39289
299,54.01355,5.1863756
300,25.13346,47.833836
301,29.172922,-8.091397
302,44.111908,12.976167
303,42.441658,12.635993
304,-52.867943,-8.544631
305,-52.847267,-8.479226
306,77.84294,-8.284201
307,-25.374453,-48.473015
308,-17.80047,75.043755
309,15.489206,-55.496082
310,-4.165102,41.7243
311,-18.345123,37.355625
312,-22.300764,-33.40086
313,43.713413,12.120467
314,79.28315,-5.919194
315,44.371628,12.934655
316,29.102112,-7.838185
317,-23.336584,-43.74239
318,49.172173,9.393036
319,-52.40945,-25.00835
320,45.874233,-50.031105
321,-24.804237,-48.301712
322,29.22079,-8.252268
323,-15.96424,41.175034
324,47.406837,10.706753
325,46.456646,11.183456
326,48.569225,9.851001
327,-94.000244,-12.369353
328,81.46309,-2.12615
329,-14.667802,43.71765
330,-0.49038133,47.472233
331,12.749865,-69.19992
332,4.4033465,62.553265
333,-17.65751,4.744439
334,-18.201775,5.8126373
335,-7.4267344,77.57589
336,13.891147,-74.5536
337,-25.729593,68.52139
338,4.5848026,67.3632
339,12.495479,-69.142426
340,9.628901,-48.339676
341,12.845686,-52.237637
342,-21.925407,71.09259
343,12.635976,-75.75728
344,-31.356455,53.497818
345,55.63367,-29.299978
346,27.847805,-4.6811
347,-15.505882,72.12911
348,15.266306,-69.72257
349,-25.660635,-19.240526
350,29.708803,-10.773775
351,-52.253872,44.59394
352,4.523538,63.04846
353,-41.09802,49.909164
354,44.53936,4.418018
355,41.542652,12.691033
356,-47.507317,-10.027475
357,-48.240944,-9.35159
358,-48.269676,-9.264077
359,-48.27678,-9.173734
360,-48.281048,-9.109032
361,-48.28061,-9.116607
362,-48.280624,-9.116337
363,-48.280624,-9.116337
364,-48.280624,-9.116413
365,-48.280624,-9.116337
366,-48.280624,-9.116337
367,-48.280624,-9.116337
368,44.694206,-51.603447
369,21.774263,-65.77206
370,-3.1530218,42.966125
371,-19.51427,35.154747
372,-19.414103,35.46319
373,-23.671362,69.98968
374,12.475173,-75.782776
375,12.53126,-69.15209
376,17.806208,2.995413
377,10.969916,-49.90839
378,3.0796084,-43.6822
379,11.938616,-51.084198
380,-4.6259427,41.27816
381,37.61369,3.5095134
382,-2.0665436,76.92635
383,33.48009,-3.336489
384,-0.37014654,75.65396
385,20.55977,-63.653957
386,-43.41194,16.361307
387,-41.596813,16.962852
388,75.37822,-11.969189
389,38.148052,13.306679
390,51.257328,-28.09729
391,-42.35985,46.998142
392,46.2641,11.62926
393,77.6988,-8.51537
394,-25.242802,-48.39871
395,-49.722664,23.765852
396,-50.224903,24.486317
397,-50.268143,24.622446
398,-50.271137,24.6364
399,-50.27142,24.63779
400,74.87037,-12.701696
401,28.61634,-6.373979
402,37.261116,2.6357255
403,25.58432,-10.272842
404,-12.11717,34.202175
405,-27.529144,-18.259993
406,45.205524,4.100248
407,24.821745,25.491198
408,24.71983,25.465467
409,24.706118,25.461975
410,24.507568,25.360844
411,24.506023,25.36007
412,24.505947,25.360033
413,24.491896,25.352829
414,24.5059,25.360008
415,24.491991,25.352879
416,24.505947,25.360033
417,64.03233,-24.986767
418,-25.880001,-48.537365
419,28.968203,-7.420446
420,35.615063,-0.74423033
421,-26.491468,-48.419395
422,28.61884,-6.3596187
423,37.77522,13.122437
424,28.961664,-7.400748
425,41.059143,13.337547
426,28.884144,-7.1655874
427,40.58651,13.3294
428,-53.62052,24.004913
429,74.40693,-13.353157
430,-26.161057,-48.40491
431,67.60807,32.29531
432,31.8526,12.544375
433,59.473465,36.3509
434,62.72242,36.06119
435,32.20286,12.6076355
436,56.16761,-28.843197
437,-5.689976,77.566025
438,-11.085791,-68.888504
439,39.656326,12.976621
440,-36.911602,3.3488462
441,76.35603,-10.552862
442,-25.717934,-17.986372
443,-60.61531,22.380045
444,-59.997223,21.651745
445,73.3804,-14.738451
446,36.966476,12.9927435
447,-68.03853,8.154647
448,72.05463,-16.464699
449,33.57467,-3.2412703
450,38.139717,5.7596674
451,-69.55481,-2.4471834
452,-69.55483,-2.4471805
453,29.924023,-13.42115
454,55.55738,3.620994
455,29.927797,-13.482022
456,55.660328,3.5051992
457,28.81866,-6.966968
458,40.033314,13.292686
459,-70.68187,-8.350323
460,28.490877,-5.970776
461,-22.349747,-37.08937
462,-25.693415,-48.579334
463,-68.40912,-15.138437
464,-71.014,-15.431975
465,69.73298,-19.32284
466,34.65422,12.376884
467,25.197216,47.321217
468,25.197172,47.32116
469,25.19717,47.32116
470,25.197168,47.32116
471,25.19717,47.32116
472,60.854237,-27.142689
473,-22.336521,-35.98161
474,-10.268243,-14.270178
475,-11.157924,-12.044584
476,4.720613,66.181984
477,-35.647755,50.84432
478,12.113914,-51.29541
479,-42.310772,47.506283
480,-20.191912,34.20558
481,-20.001749,34.540096
482,-19.900486,34.954334
483,-19.683369,35.300636
484,-19.363308,35.61184
485,-41.94238,17.942461
486,-41.888077,17.972162
487,-41.884583,17.974026
488,-41.884144,17.97428
489,-41.884113,17.9743
490,75.30398,-12.092532
491,-26.547546,-14.599932
492,29.236052,-8.289296
493,36.1517,-1.3052597
494,-27.175303,-45.1192
495,28.23217,-5.0805945
496,-22.973757,-40.97039
497,-14.875662,-73.17295
498,54.51473,4.705644
499,18.434793,-29.630463
500,85.34781,5.0387774
501,54.81187,4.3915267
502,21.314846,-30.694864
503,21.313965,-30.696732
504,85.479355,5.286264
505,-49.21718,45.066864
506,57.789642,1.399076
507,39.538338,-54.22579
508,22.058777,-66.28441
509,-3.0704093,43.0706
510,-8.985527,-16.941559
511,-3.5008662,-23.609356
512,4.5600758,-21.063116
513,6.5782313,-14.41803
514,5.9211164,-9.493771
515,4.289486,-4.914158
516,2.8386705,-1.4880455
517,1.4850161,3.9287152
518,4.318964,68.68271
519,-48.06591,45.639755
520,70.89371,29.337711
521,69.203,27.033295
522,47.790913,-25.980999
523,-42.539158,47.957485
524,-42.30971,47.515175
525,-3.1906784,42.910095
526,22.037247,-66.24589
527,18.02923,8.465893
528,14.331517,-73.94704
529,-13.4324465,-71.41403
530,66.82636,-22.499983
531,-22.289091,-34.622623
532,-14.541839,-2.0965724
533,-12.613368,-7.573571
534,-10.652952,-13.2902975
535,60.50565,-27.656334
536,20.615154,-3.288816
537,28.834232,51.033596
538,24.91718,50.69968
539,24.419968,50.762196
540,24.38048,50.76454
541,24.376553,50.76444
542,24.37615,50.764736
543,24.376118,50.76446
544,60.062664,-27.497335
545,-53.856667,44.31476
546,29.315767,-8.611143
547,35.753742,-0.51476854
548,-22.346405,-36.568127
549,-23.420097,-48.027317
550,19.2485,-1.4368929
551,-21.46892,-36.082344
552,-23.150488,-28.318937
553,1.1470836,15.633987
554,1.017575,12.642645
555,0.52682704,5.659213
556,-22.292953,-34.992672
557,58.372543,37.716038
558,42.087288,12.676647
559,17.285341,8.519452
560,13.808463,-74.665596
561,-27.153797,-45.1531
562,46.465607,11.151611
563,45.484478,-50.57016
564,-54.29647,24.139725
565,-53.825363,23.955786
566,37.90804,12.9456005
567,45.263374,4.1267
568,80.79865,-3.3094513
569,37.024715,2.0393295
570,-71.04881,-14.98378
571,-71.054886,-14.983381
572,-71.05544,-14.9835825
573,-71.0555,-14.983582
574,56.632065,2.6606448
575,29.693533,-34.96319
576,29.693535,-34.963184
577,29.980513,-14.2161455
578,56.90816,2.4251554
579,56.859333,2.4629881
580,30.401394,-35.416214
581,86.40107,6.9206624
582,56.857384,2.4609714
583,27.411701,-33.793304
584,27.502996,-33.61577
585,27.503687,-33.61479
586,27.503696,-33.614777
587,27.503696,-33.614777
588,85.937584,6.143412
589,-23.01013,-48.031796
590,28.655207,53.218876
591,29.602087,56.70486
592,29.527441,56.857136
593,29.516241,56.875664
594,29.513079,56.880817
595,29.513306,56.880615
596,29.511862,56.882774
597,29.510622,56.884018
598,29.513302,56.880623
599,29.511545,56.882435
600,58.48753,-27.99525
601,27.406105,-33.803
602,27.412663,-33.791767
603,27.412127,-33.79278
604,27.470587,-33.6715
605,27.46883,-33.674732
606,30.07782,-14.767704
607,57.57377,1.6881194
608,-48.04306,-27.496986
609,-48.044296,-27.497223
610,-48.04433,-27.497196
611,-48.044334,-27.497194
612,29.844454,-12.161223
613,53.680435,5.4964876
614,55.89976,3.3319042
615,85.98793,6.196073
616,55.866013,3.2883632
617,-40.154846,-32.694706
618,-40.154682,-32.694378
619,-40.154675,-32.69434
620,-40.154675,-32.69434
621,46.13595,-49.58533
622,9.355933,-47.85005
623,4.649233,-44.12443
624,10.375431,-49.198273
625,-17.115572,76.9352
626,-47.972233,45.63246
627,-24.655037,69.31748
628,13.286605,-75.24026
629,-17.66183,76.13471
630,-15.349821,42.299606
631,-15.380792,42.239212
632,5.1062775,64.43808
633,-51.31525,44.816654
634,4.162324,60.910023
635,1.3899755,22.03901
636,3.270796,27.965267
637,-22.395134,-36.536736
638,49.41574,9.237845
639,-51.250423,-25.462437
640,45.911045,-49.97492
641,-47.977577,45.64805
642,1.3439614,74.08234
643,-13.350825,-6.0028167
644,-11.484829,-11.497932
645,-9.278262,-17.072605
646,-2.9862506,-23.682657
647,5.517998,-20.315994
648,6.5659304,-11.345843
649,4.020164,-3.7591977
650,0.74452907,6.8078704
651,-0.44405934,19.668121
652,-24.627588,-23.23638
653,45.30424,-18.020735
654,50.718666,8.317756
655,-43.954693,-30.192574
656,-43.994495,-30.167938
657,83.07672,0.78288734
658,38.43723,5.4291687
659,16.433937,-28.934433
660,16.425064,-28.946823
661,54.328194,4.8858185
662,85.25839,4.864443
663,54.328037,4.8849244
664,-61.60211,19.922306
665,42.349567,-53.002647
666,21.869772,-65.94675
667,-67.922874,-14.559668
668,-70.74079,-12.664575
669,55.982803,3.2228785
670,28.131083,-34.19997
671,28.135662,-34.19001
672,28.14066,-34.18145
673,28.231695,-34.02703
674,28.23183,-34.02678
675,28.231834,-34.02677
676,28.231838,-34.026768
677,28.231838,-34.026768
678,56.243675,2.9970622
679,29.104265,-34.615158
680,30.011856,-14.342663
681,57.07435,2.2414024
682,29.995008,-14.340745
683,-22.94082,-41.196922
684,86.521576,7.1175027
685,57.124153,2.2236245
686,30.263994,-35.324417
687,30.263992,-35.324417
688,29.98089,-14.218677
689,36.645897,1.1391343
690,19.06913,-1.4127281
691,46.396484,57.2234
692,46.396877,57.22376
693,46.3969,57.22378
694,86.29128,6.729835
695,-22.742224,-48.059174
696,30.029299,-14.380476
697,19.35639,-2.0082061
698,86.88074,7.6872845
699,35.60921,-0.6632577
700,17.815523,2.952158
701,35.677856,-0.64683735
702,29.936867,-13.602886
703,19.302073,-1.9777559
704,14.33155,-73.94714
705,24.801277,-32.3027
706,46.47004,-48.80574
707,21.489199,-65.25739
708,85.68074,5.655358
709,36.12948,-1.3419231
710,21.875797,-65.956055
711,45.357273,4.0782146
712,28.157883,-34.201927
713,56.230076,3.012185
714,29.047688,-34.584488
715,86.11993,6.4528995
716,56.21958,2.991806
717,27.87903,-33.729103
718,85.991295,6.191796
719,55.8629,3.2897398
720,-7.3909106,-76.23021
721,-7.0765576,-76.52156
722,-7.3909106,-76.23021
723,-7.0765576,-76.52156
724,-7.08311,-76.51741
725,-7.08311,-76.51741
726,-7.0765576,-76.52156
727,-7.3909106,-76.23021
728,66.712,-22.564322
729,17.812754,2.963857
730,-50.6287,44.9838
731,-42.240875,47.85731
732,-8.56188,77.42675
733,12.388141,-75.78414
734,-22.677282,70.629005
735,11.345725,-50.372032
736,12.754216,-52.123142
737,-17.08094,39.392517
738,44.18627,12.916788
739,17.608618,3.9167547
740,13.652094,-76.47872
741,-43.75087,16.415735
742,43.45337,-52.34069
743,20.928385,-64.2728
744,41.481426,-50.61985
745,12.609984,-69.16837
746,-36.53245,50.41634
747,29.147257,-7.9920554
748,43.802208,13.063552
749,44.497936,-51.49751
750,16.775469,-57.298096
751,17.822624,2.921402
752,18.5836,-1.8330556
753,20.592932,-63.709316
754,19.099243,-1.4099468
755,81.94986,-1.2543099
756,17.931362,2.476423
757,-86.21913,0.14546531
758,-86.231995,-0.2258518
759,-86.23912,-0.25356162
760,-86.23983,-0.25634566
761,-86.23991,-0.2566253
762,49.266106,9.296044
763,-51.798138,-25.24008
764,-51.722332,-25.11205
765,29.669724,-10.536949
766,50.312202,8.300463
767,29.669153,-10.537944
768,50.312893,8.303241
769,82.32489,-0.5822447
770,-23.130892,-41.733017
771,44.433815,-51.668335
772,21.228579,-64.7971
773,-37.836792,-2.773135
774,17.130135,8.523243
775,77.06994,-9.494795
776,-25.680151,-48.581528
777,-14.214505,44.714478
778,6.423029,63.019947
779,-53.16139,44.57602
780,30.021534,-35.16611
781,86.30373,6.75086
782,46.392563,57.219837
783,-48.09114,45.61369
784,4.178289,71.168076
785,-14.979698,43.041386
786,3.5316458,72.69887
787,16.134327,-59.350506
788,-33.05923,52.237778
789,-22.305716,29.961046
790,-22.566145,29.441864
791,-25.75039,-14.567708
792,-52.53972,24.184683
793,-52.363247,24.223492
794,49.268394,9.315791
795,82.04942,-1.0763613
796,-22.187088,-28.518602
797,-14.621158,43.82528
798,-14.622939,43.820976
799,-8.732319,77.51924
800,64.45667,33.535564
801,64.451706,33.536488
802,38.05694,-54.903965
803,13.599937,-69.35773
804,71.21413,31.347446
805,37.831284,-54.63504
806,13.115849,-52.605
807,-49.024017,23.050985
808,-49.408573,24.496983
809,-49.417347,24.752306
810,-49.457253,24.868313
811,-49.478634,24.904715
812,-49.474457,24.899084
813,-49.474575,24.899305
814,-49.47406,24.898954
815,-49.473873,24.898727
816,-49.47397,24.898844
817,74.95817,-12.575008
818,41.27867,12.802057
819,-45.425755,-9.340989
820,79.57662,-5.439575
821,36.42154,0.66986996
822,-43.43879,-8.535899
823,-43.436905,-8.535879
824,-43.436512,-8.535966
825,-43.261013,-8.911381
826,-43.435425,-8.536526
827,-43.261013,-8.911381
828,-43.261013,-8.911381
829,-43.261013,-8.911381
830,-43.435425,-8.536526
831,-43.435425,-8.536526
832,-43.435425,-8.536526
833,-43.26169,-8.912469
834,-43.435425,-8.536526
835,-43.260967,-8.911364
836,-43.260967,-8.911364
837,-43.435425,-8.536526
838,77.29929,-9.146494
839,-32.358948,52.67451
840,-62.288208,-41.65544
841,-62.670067,-41.449192
842,-62.694508,-41.435547
843,-62.696945,-41.434242
844,-62.69719,-41.434105
845,-62.697212,-41.434093
846,-62.697212,-41.434093
847,-62.697212,-41.434093
848,-62.697212,-41.434093
849,-62.697212,-41.434093
850,-62.697212,-41.434093
851,36.37288,12.914938
852,-65.40465,16.876562
853,-65.496704,16.483944
854,-65.50331,16.46652
855,-65.50353,16.464916
856,-65.50356,16.464758
857,-65.50356,16.464743
858,-65.50357,16.464743
859,-65.50357,16.464743
860,-65.50357,16.464743
861,42.182182,-53.089718
862,-49.899334,45.17279
863,-54.125927,24.000887
864,75.43768,-11.889126
865,-36.769367,2.8844695
866,41.681652,12.766924
867,-49.71262,-9.1695795
868,18.885975,-1.7436961
869,-23.212477,-48.021618
870,-14.327254,44.480495
871,19.414637,-2.0512376
872,-53.45679,44.61578
873,-94.003716,-11.936304
874,-93.99578,-11.946879
875,49.86087,8.889691
876,50.23746,8.659881
877,29.803238,-11.5941725
878,-14.526511,44.03884
879,3.4704115,51.95024
880,-42.39011,46.709965
881,5.5335793,67.554886
882,-23.742878,-26.0618
883,76.53645,-10.290184
884,-42.39706,46.650635
885,-42.39629,46.656307
886,-14.46397,44.181015
887,-14.4695015,44.16865
888,-14.474663,44.15711
889,-14.479414,44.146576
890,-22.003914,-28.655718
891,-49.36587,-26.627325
892,-49.370857,-26.623337
893,-49.371246,-26.62322
894,-49.371273,-26.62319
895,-49.37128,-26.623188
896,-49.371273,-26.623188
897,-49.371277,-26.623188
898,82.41902,-0.413595
899,49.66539,8.666275
900,-94.00136,-12.058651
901,-94.00136,-12.058651
902,81.32372,-2.3755672
903,48.045662,10.212362
904,79.96418,-4.7719135
905,45.71867,12.142802
906,-54.92038,-51.696095
907,-54.92038,-51.696095
908,-54.92038,-51.696095
909,-54.92038,-51.696095
910,-54.92038,-51.696095
911,-54.92038,-51.696095
912,-54.92038,-51.696095
913,19.072176,-1.413392
914,-53.499073,44.034374
915,-0.9812945,46.324085
916,-12.973313,-6.499952
917,-12.953604,-6.4481335
918,-13.350973,-5.438099
919,-14.53933,-2.1318374
920,-3.905316,77.175705
921,12.494758,-51.783997
922,11.543678,-50.604214
923,4.549519,64.19543
924,-25.264065,-21.088438
925,43.646477,-17.390383
926,-15.549589,-73.265564
927,-17.601135,-78.23333
928,-17.61039,-78.29976
929,-17.612175,-78.30489
930,44.549053,11.834696
931,-84.05407,0.79667014
932,-83.96425,0.67558354
933,48.516777,9.882246
934,-94.005905,-12.319165
935,-94.001305,-12.323918
936,49.857838,8.89165
937,-48.83822,-26.970583
938,82.5109,-0.2485991
939,-24.701406,-23.203167
940,-52.21283,-25.192486
941,-52.17434,-25.121565
942,-51.964077,-24.778866
943,-51.96347,-24.777458
944,82.00125,-1.162007
945,-22.54149,-38.992367
946,-17.804535,75.85624
947,16.435722,-59.28079
948,20.776361,-3.4188263
949,-18.323177,37.394077
950,36.504597,0.85549766
951,70.49544,-18.378603
952,34.937653,12.471289
953,52.24685,49.48785
954,52.25345,49.490597
955,52.25311,49.490936
956,52.254253,49.491
957,54.354103,-28.711973
958,-12.245345,34.420322
959,-24.872236,-42.186405
960,28.577892,-6.237021
961,37.56758,13.076487
962,29.881224,-12.710793
963,54.42057,4.7925067
964,-58.096077,22.51174
965,-58.113873,22.48976
966,73.58124,-14.465544
967,37.083595,13.008904
968,28.624205,-6.3756285
969,31.050177,-5.1578727
970,-54.88128,23.809332
971,74.153435,-13.698252
972,-62.559353,19.927755
973,38.691372,13.011888
974,-42.032692,15.81466
975,-41.242268,16.116158
976,-41.173634,16.151
977,-41.16564,16.154425
978,-41.16499,16.154736
979,-41.164925,16.154764
980,-41.16492,16.154764
981,-41.164917,16.154768
982,-41.164917,16.154766
983,-41.164917,16.154768
984,75.477135,-11.840616
985,25.58673,-10.27542
986,-27.153217,-45.152786
987,-60.657616,22.429085
988,-59.938526,21.750399
989,-59.872036,21.659258
990,-59.6756,21.417809
991,-59.675198,21.416822
992,-59.674908,21.416523
993,-59.674885,21.416506
994,-59.674885,21.416506
995,-59.674885,21.416506
996,44.651756,11.793434
997,79.65076,-5.300869
998,45.100353,12.562015
999,-69.743256,-3.340752
1000,-69.74465,-3.3390148
1001,38.26253,12.992175
1002,-49.23254,23.909313
1003,-49.247715,24.727226
1004,49.734573,8.974042
1005,82.41543,-0.41963848
1006,38.56461,5.602468
1007,29.231367,-8.285279
1008,44.618557,12.753604
1009,35.1596,12.913929
1010,-69.19631,-4.2270527
1011,-69.81612,-3.7618072
1012,71.04505,-17.738958
1013,20.433239,-3.1203523
1014,31.688408,11.993351
1015,28.012684,-4.4915023
1016,-25.808031,-17.164162
1017,-1.4658811,45.54557
1018,-10.984356,-12.470137
1019,0.8084461,8.039835
1020,1.0865278,20.522503
1021,3.4673326,28.55774
1022,5.039831,31.091856
1023,5.0523615,31.114958
1024,3.5832944,28.14678
1025,0.66861916,17.795887
1026,29.331978,-8.635882
1027,45.14564,12.532195
1028,-36.445892,1.0727344
1029,-36.43826,1.0802164
1030,-36.436634,1.0826523
1031,-36.433567,1.088793
1032,-36.114548,1.2589555
1033,-35.960423,1.0069132
1034,-36.114548,1.2589555
1035,-35.99121,1.1343162
1036,-36.43215,1.0931599
1037,-36.114548,1.2589555
1038,-35.960423,1.0069271
1039,-35.960423,1.0069132
1040,-35.960423,1.0069132
1041,-35.960423,1.0069132
1042,-35.960423,1.0069132
1043,-36.43215,1.0931596
1044,43.316498,12.307734
1045,-56.556423,-7.4538403
1046,19.190357,-1.9527476
1047,-53.45724,44.52279
1048,38.412594,12.98997
1049,75.12651,-12.340513
1050,34.08683,-2.6846344
1051,37.245186,13.035828
1052,28.603756,-6.314959
1053,-10.737795,76.94295
1054,1.9407084,-43.38284
1055,15.237441,-55.304832
1056,33.52418,-3.2939322
