frontera,vertice,regret,maxregret,distance
67.0,v2611,0.24985994,7.2940777E-4,0.0
67.0,v45,0.24985994,6.5513945E-4,0.0
67.0,v296,0.0,0.03820295,0.0
67.0,v3166,0.0,0.01119602,0.0
67.0,v408,0.0,0.01584644,0.0
67.0,v1463,0.0,0.038498305,0.0
67.0,v1000,0.0,0.029565953,0.0
67.0,v2219,0.24985994,6.545584E-4,0.0
66.0,v3325,0.24985994,0.0037731652,0.0
66.0,v2330,0.0,0.02308266,0.0
66.0,v4287,0.0,0.022227684,0.0
66.0,v1226,0.24985994,0.0011479873,0.0
66.0,v20,0.0,0.007819563,0.0
66.0,v410,0.0,0.015839366,0.0
66.0,v3826,0.24985994,0.0013265162,0.0
66.0,v910,0.0,0.023073006,0.0
66.0,v295,0.0,0.039358985,0.0
66.0,v3890,0.0,0.03200989,0.0
66.0,v3039,0.24985994,6.551536E-4,0.0
66.0,v2919,0.0,0.019440928,0.0
66.0,v1343,0.0,0.019870466,0.0
66.0,v664,0.0,0.038023435,0.0
66.0,v2512,0.0,0.017329238,0.0
66.0,v3678,0.24985994,7.3882006E-4,0.0
66.0,v1464,0.0,0.038498305,0.0
66.0,v286,0.0,0.028295035,0.0
66.0,v2790,0.0,0.017690722,0.0
66.0,v3938,0.24985994,7.9590356E-4,0.0
66.0,v464,0.0,0.025503457,0.0
66.0,v1331,0.0,0.022533884,0.0
65.0,v428,0.0,0.044672333,0.0
65.0,v0,0.24985994,7.932133E-4,0.0
65.0,v2681,0.0,0.03405412,0.0
65.0,v3444,0.24985994,0.005776674,0.0
65.0,v2093,0.0,0.042881757,0.0
65.0,v2777,0.0,0.017329238,0.0
65.0,v297,0.0,0.038087346,0.0
65.0,v2318,0.0,0.021398345,0.0
65.0,v2094,0.0,0.041616373,0.0
65.0,v3439,0.24985994,0.005777325,0.0
65.0,v2835,0.0,0.03439064,0.0
65.0,v3198,0.24985994,0.0034992204,0.0
65.0,v2003,0.0,0.023454176,0.0
65.0,v2602,0.24985994,0.0010366846,0.0
65.0,v557,0.0,0.006730542,0.0
65.0,v911,0.0,0.023073006,0.0
65.0,v726,0.0,0.019456986,0.0
65.0,v1332,0.0,0.022528084,0.0
65.0,v3692,0.24985994,0.005943221,0.0
65.0,v3562,0.24985994,0.0016168074,0.0
65.0,v4185,0.24985994,6.6296424E-4,0.0
65.0,v3143,0.0,0.028489368,0.0
65.0,v3109,0.0,0.0269521,0.0
65.0,v443,0.0,0.039905153,0.0
65.0,v2827,0.1254902,0.0016865165,0.0
65.0,v3723,0.24985994,0.0010553008,0.0
65.0,v2920,0.0,0.019440928,0.0
65.0,v1496,0.0,0.020205295,0.0
65.0,v2331,0.0,0.02308266,0.0
64.0,v1529,0.24985994,0.0047677457,0.0
64.0,v2921,0.0,0.019440928,0.0
64.0,v3570,0.0,0.044647746,0.0
64.0,v2779,0.0,0.017329238,0.0
64.0,v4048,0.0,0.029707043,0.0
64.0,v3642,0.0,0.020997914,0.0
64.0,v1589,0.0,0.024474196,0.0
64.0,v792,0.0,0.046527322,0.0
64.0,v1511,0.0,0.04485453,0.0
64.0,v793,0.0,0.04587481,0.0
64.0,v86,0.24985994,6.438232E-4,0.0
64.0,v1465,0.0,0.038498305,0.0
64.0,v727,0.0,0.019456986,0.0
64.0,v2332,0.0,0.02308266,0.0
64.0,v4020,0.0,0.0069438205,0.0
64.0,v451,0.0,0.030009938,0.0
64.0,v843,0.0,0.024158405,0.0
64.0,v1497,0.0,0.01956663,0.0
64.0,v4134,0.0,0.03192587,0.0
64.0,v3690,0.24985994,0.0018118651,0.0
64.0,v1494,0.24985994,0.006792537,0.0
64.0,v2004,0.0,0.023454176,0.0
64.0,v1488,0.24985994,0.006793246,0.0
64.0,v3745,0.24985994,0.0010125038,0.0
63.0,v21,0.0,0.007174305,0.0
63.0,v2513,0.0,0.017329238,0.0
63.0,v1066,0.0,0.033604782,0.0
63.0,v1140,0.24985994,0.0019878359,0.0
63.0,v452,0.0,0.030009938,0.0
63.0,v3167,0.0,0.01119602,0.0
63.0,v4125,0.0,0.041090425,0.0
63.0,v2297,0.0,0.026016586,0.0
63.0,v386,0.0,0.052100167,0.0
63.0,v912,0.0,0.023073006,0.0
63.0,v4246,0.24985994,0.0010419332,0.0
63.0,v2247,0.0,0.047782455,0.0
63.0,v2005,0.0,0.023454176,0.0
63.0,v1493,0.24985994,0.0019877707,0.0
63.0,v4135,0.0,0.03077743,0.0
63.0,v3622,0.0,0.020331664,0.0
63.0,v2836,0.0,0.034390632,0.0
63.0,v4288,0.0,0.022220446,0.0
63.0,v2791,0.0,0.017633237,0.0
63.0,v1195,0.24985994,0.0030957437,0.0
63.0,v2246,0.0,0.04914755,0.0
63.0,v4399,0.0,0.021122234,0.0
63.0,v3993,0.0,0.021208962,0.0
63.0,v444,0.0,0.0393303,0.0
63.0,v4405,0.0,0.020405274,0.0
63.0,v1406,0.0,0.013241346,0.0
63.0,v1163,0.0,0.047523845,0.0
63.0,v1190,0.24985994,0.008574981,0.0
63.0,v3891,0.0,0.03200931,0.0
63.0,v1083,0.24985994,0.0018639845,0.0
62.0,v845,0.0,0.024158271,0.0
62.0,v844,0.0,0.024158284,0.0
62.0,v2095,0.0,0.041489836,0.0
62.0,v2778,0.0,0.017329238,0.0
62.0,v2649,0.24985994,0.0022925558,0.0
62.0,v2420,0.0,0.031132173,0.0
62.0,v3537,0.0,0.021927197,0.0
62.0,v4126,0.0,0.040445168,0.0
62.0,v3110,0.0,0.026306836,0.0
62.0,v522,0.24985994,0.0019886552,0.0
62.0,v1329,0.0,0.052979603,0.0
62.0,v807,0.0,0.049403034,0.0
62.0,v1192,0.24985994,0.005879168,0.0
62.0,v1645,0.24985994,0.008883498,0.0
62.0,v1590,0.0,0.024474196,0.0
62.0,v2837,0.0,0.034390632,0.0
62.0,v4099,0.0,0.036049318,0.0
62.0,v4406,0.0,0.020405274,0.0
62.0,v409,0.0,0.015840009,0.0
62.0,v4021,0.0,0.0069438205,0.0
62.0,v4365,0.24985994,6.630262E-4,0.0
62.0,v4117,0.24985994,6.604675E-4,0.0
62.0,v1146,0.24985994,0.0036570574,0.0
62.0,v387,0.0,0.050834782,0.0
62.0,v3623,0.0,0.0196864,0.0
62.0,v808,0.0,0.048101194,0.0
62.0,v2264,0.0,0.048427377,0.0
61.0,v3978,0.24985994,0.009205369,0.0
61.0,v53,0.24985994,0.00893629,0.0
61.0,v2174,0.0,0.02753933,0.0
61.0,v4127,0.0,0.054940443,0.0
61.0,v1663,5.602241E-4,0.0072460016,0.0
61.0,v1466,0.0,0.038498305,0.0
61.0,v1817,0.0,0.026905095,0.0
61.0,v3892,0.0,0.032009255,0.0
61.0,v2265,0.0,0.047851946,0.0
61.0,v199,0.0,0.05413976,0.0
61.0,v485,0.0,0.05012857,0.0
61.0,v3168,0.0,0.01119602,0.0
61.0,v1818,0.0,0.02619403,0.0
61.0,v4289,0.0,0.022219721,0.0
61.0,v3203,0.24985994,0.0030063419,0.0
61.0,v1067,0.0,0.032972507,0.0
61.0,v2795,0.0,0.01762685,0.0
61.0,v2248,0.0,0.047645945,0.0
61.0,v3571,0.0,0.04464769,0.0
61.0,v4401,0.0,0.020412443,0.0
61.0,v1591,0.0,0.024474196,0.0
61.0,v4114,0.0,0.013164968,0.0
61.0,v4100,0.0,0.036049314,0.0
61.0,v2096,0.0,0.041477185,0.0
61.0,v1333,0.0,0.022527505,0.0
61.0,v4407,0.0,0.020405274,0.0
61.0,v1407,0.0,0.013241346,0.0
61.0,v4400,0.0,0.020476969,0.0
61.0,v2792,0.0,0.017627487,0.0
61.0,v390,0.24985994,0.004487466,0.0
61.0,v4402,0.0,0.020405991,0.0
60.0,v2873,0.0,0.043452103,0.0
60.0,v345,0.24985994,0.009294483,0.0
60.0,v2175,0.0,0.02753933,0.0
60.0,v809,0.0,0.04797101,0.0
60.0,v3848,0.0,0.05937538,0.0
60.0,v4408,0.0,0.020405274,0.0
60.0,v2794,0.0,0.017626856,0.0
60.0,v3239,0.24985994,0.009012136,0.0
60.0,v176,0.0,0.057005968,0.0
60.0,v2612,0.0,0.020898301,0.0
60.0,v1193,5.602241E-4,0.0052863033,0.0
60.0,v1819,0.0,0.026122926,0.0
60.0,v2097,0.0,0.04147592,0.0
60.0,v4022,0.0,0.0069438205,0.0
60.0,v22,0.0,0.0071097794,0.0
60.0,v3111,0.0,0.02624231,0.0
60.0,v2796,0.0,0.01762685,0.0
60.0,v1467,0.0,0.038498305,0.0
60.0,v1334,0.0,0.022527447,0.0
60.0,v2793,0.0,0.017626913,0.0
60.0,v200,0.0,0.053429972,0.0
60.0,v346,0.25042018,0.00791325,0.0
60.0,v3753,0.24985994,0.0030461198,0.0
60.0,v2006,0.0,0.023454176,0.0
59.0,v4437,0.0,0.02843297,0.0
59.0,v1028,0.0,0.059929095,0.0
59.0,v3626,0.0,0.019614777,0.0
59.0,v1975,0.24985994,0.009543639,0.0
59.0,v1335,0.0,0.022527441,0.0
59.0,v2613,0.0,0.020898301,0.0
59.0,v2759,0.24985994,0.009145729,0.0
59.0,v4136,0.0,0.030662587,0.0
59.0,v4290,0.0,0.022219649,0.0
59.0,v3643,5.602241E-4,0.0092367,0.0
59.0,v411,0.0,0.015839301,0.0
59.0,v1029,0.0,0.05992185,0.0
59.0,v4409,0.0,0.020405274,0.0
59.0,v846,0.0,0.024158271,0.0
59.0,v4403,0.0,0.020405345,0.0
59.0,v2176,0.0,0.02753933,0.0
59.0,v2007,0.0,0.023454176,0.0
59.0,v2112,0.0,0.027971605,0.0
59.0,v2249,0.0,0.047632296,0.0
59.0,v177,0.0,0.057005912,0.0
59.0,v23,0.0,0.007103327,0.0
59.0,v2939,0.2509804,0.007989095,0.0
59.0,v486,0.0,0.050122768,0.0
59.0,v1495,0.24985994,0.010881597,0.0
59.0,v2595,0.24985994,0.0040186383,0.0
59.0,v2981,0.24985994,0.0036570588,0.0
59.0,v3112,0.0,0.026235858,0.0
59.0,v3625,0.0,0.019615423,0.0
59.0,v2266,0.0,0.0477944,0.0
59.0,v290,0.0,0.032322302,0.0
59.0,v412,0.0,0.015839295,0.0
59.0,v4137,0.0,0.030651102,0.0
59.0,v3624,0.0,0.019621875,0.0
59.0,v1485,0.24985994,0.010880882,0.0
59.0,v122,0.25042018,0.0083047515,0.0
59.0,v2874,0.0,0.042801708,0.0
58.0,v1336,0.0,0.02252744,0.0
58.0,v2576,0.2509804,0.008737273,0.0
58.0,v847,0.0,0.024158271,0.0
58.0,v2798,0.0,0.01762685,0.0
58.0,v2780,0.0,0.017329238,0.0
58.0,v3093,0.0,0.029613093,0.0
58.0,v4410,0.0,0.020405274,0.0
58.0,v3919,0.0,0.04886635,0.0
58.0,v3473,5.602241E-4,0.009868009,0.0
58.0,v3893,0.0,0.032009248,0.0
58.0,v1030,0.0,0.059921127,0.0
58.0,v1426,0.0,0.060458183,0.0
58.0,v24,0.0,0.007102682,0.0
58.0,v256,5.602241E-4,0.010071364,0.0
58.0,v4404,0.0,0.020405281,0.0
58.0,v255,0.24985994,0.010802261,0.0
58.0,v4344,0.24985994,0.009150263,0.0
58.0,v2250,0.0,0.04763093,0.0
58.0,v4069,0.24985994,0.0072577214,0.0
58.0,v1428,0.0,0.06032259,0.0
58.0,v1427,0.0,0.060334917,0.0
58.0,v2008,0.0,0.023454176,0.0
58.0,v926,0.0,0.02141964,0.0
58.0,v2050,0.24985994,6.545577E-4,0.0
58.0,v2577,0.2509804,0.008889004,0.0
58.0,v810,0.0,0.047957994,0.0
58.0,v1969,0.24985994,0.009891469,0.0
58.0,v291,0.0,0.03174157,0.0
58.0,v1425,0.0,0.061690856,0.0
58.0,v1592,0.0,0.024474196,0.0
58.0,v4086,0.24985994,0.006578555,0.0
58.0,v2113,0.0,0.027325694,0.0
58.0,v4291,0.0,0.022219641,0.0
58.0,v4438,0.0,0.027787713,0.0
58.0,v4053,0.24985994,0.011506178,0.0
58.0,v413,0.0,0.015839295,0.0
58.0,v3443,0.24985994,6.53811E-4,0.0
58.0,v1650,0.24985994,0.009747111,0.0
57.0,v4139,0.0,0.030649839,0.0
57.0,v178,0.0,0.057005905,0.0
57.0,v2691,0.2509804,0.010263213,0.0
57.0,v2797,0.0,0.01762685,0.0
57.0,v2690,0.2509804,0.011681458,0.0
57.0,v1337,0.0,0.02252744,0.0
57.0,v1197,0.1254902,0.011614369,0.0
57.0,v1015,0.25042018,0.009376074,0.0
57.0,v3894,0.0,0.032009248,0.0
57.0,v3113,0.0,0.026235212,0.0
57.0,v2253,0.0,0.024592929,0.0
57.0,v2009,0.0,0.023454176,0.0
57.0,v1429,0.0,0.060321357,0.0
57.0,v3956,0.2509804,0.0090392195,0.0
57.0,v848,0.0,0.024158271,0.0
57.0,v3050,0.24985994,6.554145E-4,0.0
57.0,v3172,0.0,0.050401684,0.0
57.0,v3812,0.0,0.05128729,0.0
57.0,v4218,0.24985994,0.010412019,0.0
57.0,v927,0.0,0.0207092,0.0
57.0,v414,0.0,0.015839295,0.0
57.0,v3549,0.24985994,0.0057771252,0.0
57.0,v1068,0.0,0.03290928,0.0
57.0,v2177,0.0,0.02753933,0.0
57.0,v487,0.0,0.050122187,0.0
57.0,v2352,0.0,0.06264428,0.0
57.0,v4138,0.0,0.030649953,0.0
57.0,v25,0.0,0.0071026175,0.0
57.0,v2838,0.0,0.034390632,0.0
57.0,v4065,0.24985994,0.008110212,0.0
57.0,v2351,0.0,0.062721975,0.0
57.0,v4292,0.0,0.022219641,0.0
57.0,v3920,0.0,0.04764043,0.0
57.0,v1593,0.0,0.024474196,0.0
57.0,v4411,0.0,0.020405274,0.0
57.0,v2267,0.0,0.04778865,0.0
57.0,v2781,0.0,0.017329238,0.0
57.0,v636,0.2509804,0.010109074,0.0
57.0,v3094,0.0,0.029613093,0.0
56.0,v2353,0.0,0.06263651,0.0
56.0,v415,0.0,0.015839295,0.0
56.0,v2098,0.0,0.04147579,0.0
56.0,v3632,5.602241E-4,0.0073581873,0.0
56.0,v3886,0.24985994,0.0018871379,0.0
56.0,v2782,0.0,0.017329238,0.0
56.0,v3114,0.0,0.026235148,0.0
56.0,v2350,0.0,0.06349896,0.0
56.0,v4439,0.0,0.027723188,0.0
56.0,v3852,0.0,0.03240229,0.0
56.0,v637,0.12605043,0.01265781,0.0
56.0,v2619,0.0,0.027422825,0.0
56.0,v4416,0.0,0.020405274,0.0
56.0,v3464,0.24985994,0.010847333,0.0
56.0,v1069,0.0,0.03290296,0.0
56.0,v2692,0.2509804,0.009374739,0.0
56.0,v3226,0.24985994,7.987568E-4,0.0
56.0,v432,5.602241E-4,0.011140622,0.0
56.0,v1468,0.0,0.038498305,0.0
56.0,v3317,0.2509804,0.01178436,0.0
56.0,v132,0.1254902,0.012205267,0.0
56.0,v26,0.0,0.007102611,0.0
56.0,v179,0.0,0.057005905,0.0
56.0,v1031,0.0,0.059921052,0.0
56.0,v3895,0.0,0.032009248,0.0
56.0,v2839,0.0,0.034390632,0.0
56.0,v4293,0.0,0.022219641,0.0
56.0,v1145,0.24985994,5.820559E-4,0.0
56.0,v3194,0.2509804,0.0107940165,0.0
56.0,v1338,0.0,0.02252744,0.0
56.0,v849,0.0,0.024158271,0.0
56.0,v2178,0.0,0.02753933,0.0
56.0,v3813,0.0,0.049990855,0.0
56.0,v1594,0.0,0.024474196,0.0
56.0,v4311,0.24985994,0.013727175,0.0
56.0,v2366,0.0,0.06334455,0.0
56.0,v2010,0.0,0.023454176,0.0
55.0,v850,0.0,0.024158271,0.0
55.0,v4140,0.0,0.030649828,0.0
55.0,v4412,0.0,0.020405274,0.0
55.0,v3324,0.24985994,0.013939694,0.0
55.0,v822,0.0,0.06654878,0.0
55.0,v416,0.0,0.015839295,0.0
55.0,v1515,0.0,0.063590564,0.0
55.0,v1655,0.24985994,0.012321507,0.0
55.0,v741,0.0,0.0524462,0.0
55.0,v2367,0.0,0.06270654,0.0
55.0,v3550,5.602241E-4,0.005126785,0.0
55.0,v2935,0.24985994,0.0030062376,0.0
55.0,v1149,0.24985994,7.299984E-4,0.0
55.0,v3870,0.0,0.029559402,0.0
55.0,v4070,5.602241E-4,0.00711874,0.0
55.0,v2875,0.0,0.042736672,0.0
55.0,v3806,0.24985994,6.5447594E-4,0.0
55.0,v1742,0.2509804,0.011321097,0.0
55.0,v2131,0.2509804,0.011902848,0.0
55.0,v4270,0.0,0.03590728,0.0
55.0,v3896,0.0,0.032009248,0.0
55.0,v3115,0.0,0.02623514,0.0
55.0,v3170,0.0,0.029199947,0.0
55.0,v1411,0.0,0.038309075,0.0
55.0,v459,0.0,0.027083915,0.0
55.0,v1595,0.0,0.024474196,0.0
55.0,v811,0.0,0.047956694,0.0
55.0,v2243,0.24985994,0.0019950343,0.0
55.0,v1719,0.24985994,0.0011255145,0.0
55.0,v2741,0.2509804,0.011061454,0.0
55.0,v2179,0.0,0.02753933,0.0
55.0,v3845,0.2509804,0.012078557,0.0
55.0,v1774,0.24985994,0.0119430935,0.0
55.0,v3173,0.0,0.05034426,0.0
55.0,v1432,0.2509804,0.011931788,0.0
55.0,v4084,0.2509804,0.009156921,0.0
55.0,v2073,0.24985994,7.2930625E-4,0.0
55.0,v2840,0.0,0.034390632,0.0
55.0,v2011,0.0,0.023454176,0.0
55.0,v2620,0.0,0.0260582,0.0
55.0,v4332,0.24985994,0.004672462,0.0
55.0,v1790,0.24985994,0.0125176655,0.0
55.0,v3400,0.24985994,0.0030062306,0.0
55.0,v4313,0.24985994,0.010730147,0.0
55.0,v141,0.0,0.06842947,0.0
54.0,v635,0.2509804,0.011702239,0.0
54.0,v4224,0.24985994,0.005346819,0.0
54.0,v259,5.602241E-4,0.007171415,0.0
54.0,v4315,0.24985994,0.011586435,0.0
54.0,v1793,0.24985994,0.0024168508,0.0
54.0,v3853,0.0,0.03234486,0.0
54.0,v1597,0.0,0.024474196,0.0
54.0,v4294,0.0,0.022219641,0.0
54.0,v2799,0.0,0.01762685,0.0
54.0,v4162,0.24985994,0.0040302095,0.0
54.0,v823,0.0,0.06654807,0.0
54.0,v3348,0.24985994,6.5455696E-4,0.0
54.0,v1789,0.24985994,6.612019E-4,0.0
54.0,v4142,0.24985994,6.545577E-4,0.0
54.0,v2978,0.24985994,0.0037288263,0.0
54.0,v3814,0.0,0.04986121,0.0
54.0,v4234,0.0,0.07281187,0.0
54.0,v1952,0.24985994,0.0011886695,0.0
54.0,v1516,0.0,0.06288084,0.0
54.0,v2099,0.0,0.04147578,0.0
54.0,v3921,0.0,0.059986323,0.0
54.0,v3854,0.0,0.03233912,0.0
54.0,v3897,0.0,0.032009248,0.0
54.0,v4413,0.0,0.020405274,0.0
54.0,v1974,0.1254902,0.003414647,0.0
54.0,v2180,0.0,0.02753933,0.0
54.0,v928,0.0,0.020638157,0.0
54.0,v3871,0.0,0.028914144,0.0
54.0,v1741,0.2509804,0.011392848,0.0
54.0,v3714,0.2509804,0.012391742,0.0
54.0,v3446,0.24985994,0.014325011,0.0
54.0,v2879,0.0,0.06816212,0.0
54.0,v1469,0.0,0.038498305,0.0
54.0,v2783,0.0,0.017329238,0.0
54.0,v4271,0.0,0.03475884,0.0
54.0,v2878,0.0,0.069316305,0.0
54.0,v488,0.0,0.050122127,0.0
54.0,v1070,0.0,0.032902326,0.0
54.0,v1339,0.0,0.02252744,0.0
53.0,v2784,0.0,0.017329238,0.0
53.0,v1470,0.0,0.038498305,0.0
53.0,v1032,0.0,0.059921045,0.0
53.0,v4342,0.24985994,0.0094226105,0.0
53.0,v2876,0.0,0.042730168,0.0
53.0,v1125,0.24985994,6.559124E-4,0.0
53.0,v3898,0.0,0.032009248,0.0
53.0,v3015,0.2509804,0.012551752,0.0
53.0,v1714,0.24985994,0.005053963,0.0
53.0,v180,0.0,0.057005905,0.0
53.0,v1686,0.0,0.08508229,0.0
53.0,v357,0.0,0.06884921,0.0
53.0,v2841,0.0,0.034390632,0.0
53.0,v957,0.24985994,0.0070581893,0.0
53.0,v2262,0.0,0.080720134,0.0
53.0,v2971,0.24985994,0.015355811,0.0
53.0,v1596,0.0,0.024474196,0.0
53.0,v1340,0.0,0.02252744,0.0
53.0,v4460,0.24985994,0.014582936,0.0
53.0,v3224,0.24985994,0.006078684,0.0
53.0,v2012,0.0,0.023454176,0.0
53.0,v2470,0.0,0.055928756,0.0
53.0,v2680,0.25042018,0.014055822,0.0
53.0,v4295,0.0,0.022219641,0.0
53.0,v3872,0.0,0.02884962,0.0
53.0,v4262,0.12605043,0.00922446,0.0
53.0,v2880,0.0,0.068046704,0.0
53.0,v1457,0.0,0.06920665,0.0
53.0,v812,0.0,0.047956564,0.0
53.0,v2801,0.0,0.01762685,0.0
53.0,v1072,0.0,0.032902256,0.0
53.0,v4414,0.0,0.020405274,0.0
53.0,v1801,0.0,0.0709763,0.0
53.0,v4209,0.24985994,0.0068476587,0.0
53.0,v4174,0.2509804,0.013347359,0.0
53.0,v1071,0.0,0.032902263,0.0
53.0,v1853,0.2509804,0.011850412,0.0
53.0,v929,0.0,0.020631053,0.0
53.0,v2354,0.0,0.062635735,0.0
53.0,v3638,0.0,0.021950802,0.0
53.0,v824,0.0,0.066548,0.0
53.0,v3855,0.0,0.03233854,0.0
53.0,v2277,0.0,0.07380495,0.0
53.0,v3116,0.0,0.02623514,0.0
53.0,v4081,0.24985994,0.0010424701,0.0
52.0,v1130,0.1254902,0.015752219,0.0
52.0,v2365,0.24985994,0.0030062296,0.0
52.0,v2702,0.2509804,0.014214377,0.0
52.0,v2337,0.25042018,0.015478685,0.0
52.0,v2800,0.0,0.01762685,0.0
52.0,v2785,0.0,0.017329238,0.0
52.0,v3856,0.0,0.032338485,0.0
52.0,v266,0.0,0.0858557,0.0
52.0,v1458,0.0,0.06920665,0.0
52.0,v2368,0.0,0.06264274,0.0
52.0,v4429,0.2509804,0.013965264,0.0
52.0,v3922,0.0,0.05992882,0.0
52.0,v356,0.0,0.06955918,0.0
52.0,v4296,0.0,0.022219641,0.0
52.0,v1311,0.2509804,0.013065598,0.0
52.0,v3390,0.2509804,0.01193178,0.0
52.0,v1073,0.0,0.032902256,0.0
52.0,v1471,0.0,0.038498305,0.0
52.0,v1312,0.2509804,0.013924653,0.0
52.0,v2181,0.0,0.02753933,0.0
52.0,v2592,0.24985994,0.00710261,0.0
52.0,v3972,0.24985994,5.7474937E-4,0.0
52.0,v1166,0.2509804,0.007989181,0.0
52.0,v3311,0.24985994,0.004030217,0.0
52.0,v215,0.0,0.046263136,0.0
52.0,v2013,0.0,0.023454176,0.0
52.0,v4415,0.0,0.020405274,0.0
52.0,v2881,0.0,0.06803516,0.0
52.0,v1598,0.0,0.024474196,0.0
52.0,v99,0.0,0.08361431,0.0
52.0,v3188,0.24985994,0.009811504,0.0
52.0,v3055,0.2509804,0.008989428,0.0
52.0,v4364,0.12605043,0.009308325,0.0
52.0,v1738,0.2509804,0.013739589,0.0
52.0,v2280,0.0,0.045991395,0.0
52.0,v2662,0.2509804,0.015539758,0.0
52.0,v489,0.0,0.050122123,0.0
52.0,v1951,5.602241E-4,0.002837953,0.0
52.0,v358,0.0,0.06877822,0.0
52.0,v2335,0.24985994,9.5559657E-4,0.0
51.0,v2742,0.2509804,0.009826628,0.0
51.0,v1459,0.0,0.06920665,0.0
51.0,v2651,0.2509804,0.009991744,0.0
51.0,v1129,0.24985994,0.01639697,0.0
51.0,v2434,0.0,0.08653837,0.0
51.0,v1599,0.0,0.024474196,0.0
51.0,v3987,0.24985994,0.0019878435,0.0
51.0,v154,0.0,0.08600144,0.0
51.0,v3899,0.0,0.032009248,0.0
51.0,v2168,0.24985994,0.008806006,0.0
51.0,v2014,0.0,0.023454176,0.0
51.0,v1191,0.0011204482,0.017012069,0.0
51.0,v4417,0.0,0.020405274,0.0
51.0,v2433,0.0,0.08654411,0.0
51.0,v1472,0.0,0.038498305,0.0
51.0,v3065,0.2509804,0.014160483,0.0
51.0,v4418,0.0,0.020405274,0.0
51.0,v813,0.0,0.04795655,0.0
51.0,v1736,0.24985994,0.0044872416,0.0
51.0,v1074,0.0,0.032902256,0.0
51.0,v1033,0.0,0.059921045,0.0
51.0,v216,0.0,0.046199325,0.0
51.0,v825,0.0,0.06654799,0.0
51.0,v3940,0.24985994,6.5531966E-4,0.0
51.0,v3639,0.0,0.021312773,0.0
51.0,v100,0.0,0.08361431,0.0
51.0,v2738,0.2509804,0.015562318,0.0
51.0,v2435,0.0,0.08653779,0.0
51.0,v3640,0.0,0.02124897,0.0
51.0,v1725,0.24985994,0.0050545326,0.0
51.0,v4244,0.24985994,9.590896E-4,0.0
51.0,v2355,0.0,0.06263566,0.0
51.0,v3815,0.0,0.049848247,0.0
51.0,v3008,0.2509804,0.01610962,0.0
51.0,v2281,0.0,0.044613898,0.0
51.0,v1898,0.2509804,0.0141226165,0.0
51.0,v3713,0.2509804,0.012354853,0.0
51.0,v3117,0.0,0.02623514,0.0
51.0,v2491,0.2509804,0.011931787,0.0
50.0,v2471,0.0,0.055928748,0.0
50.0,v2132,0.2509804,0.009973373,0.0
50.0,v990,0.0,0.039304778,0.0
50.0,v3710,0.2509804,0.016150307,0.0
50.0,v1600,0.0,0.024474196,0.0
50.0,v181,0.0,0.057005905,0.0
50.0,v2670,0.2509804,0.009854813,0.0
50.0,v2743,0.2509804,0.009832011,0.0
50.0,v2807,0.0,0.0778767,0.0
50.0,v1326,0.0,0.02245805,0.0
50.0,v3857,0.0,0.032338478,0.0
50.0,v2882,0.0,0.06803401,0.0
50.0,v265,0.24985994,0.009208699,0.0
50.0,v2976,0.2509804,0.018074531,0.0
50.0,v3430,0.24985994,0.018395383,0.0
50.0,v2015,0.0,0.023454176,0.0
50.0,v3392,0.24985994,6.5455766E-4,0.0
50.0,v1558,0.2509804,0.011998247,0.0
50.0,v3816,0.0,0.04984695,0.0
50.0,v1855,0.24985994,6.5373664E-4,0.0
50.0,v3193,0.2509804,0.010110364,0.0
50.0,v3285,0.0,0.07145746,0.0
50.0,v2683,0.0,0.05962552,0.0
50.0,v153,0.0,0.08664608,0.0
50.0,v2671,0.2509804,0.009833568,0.0
50.0,v553,0.2509804,0.0122982,0.0
50.0,v989,0.0,0.039311163,0.0
50.0,v2437,0.0,0.08653773,0.0
50.0,v3118,0.0,0.02623514,0.0
50.0,v1620,0.2509804,0.011306221,0.0
50.0,v814,0.0,0.04795655,0.0
50.0,v1624,0.2509804,0.015903136,0.0
50.0,v3554,0.24985994,0.0056932704,0.0
50.0,v4266,0.0,0.005204499,0.0
50.0,v4192,0.0,0.039364263,0.0
49.0,v2669,0.2509804,0.010004085,0.0
49.0,v4247,0.0,0.09101218,0.0
49.0,v3545,0.24985994,0.018608278,0.0
49.0,v3316,0.2509804,0.011005591,0.0
49.0,v2438,0.0,0.08653773,0.0
49.0,v1075,0.0,0.032902256,0.0
49.0,v359,0.0,0.06877112,0.0
49.0,v65,5.602241E-4,0.018537674,0.0
49.0,v4175,0.2509804,0.012319717,0.0
49.0,v3900,0.0,0.032009248,0.0
49.0,v1601,0.0,0.024474196,0.0
49.0,v4436,0.24985994,8.0564787E-4,0.0
49.0,v234,0.24985994,0.011626945,0.0
49.0,v3874,0.0,0.028842522,0.0
49.0,v3014,0.2509804,0.01044495,0.0
49.0,v2016,0.0,0.023454176,0.0
49.0,v4193,0.0,0.039364126,0.0
49.0,v2472,0.0,0.055928748,0.0
49.0,v987,0.0,0.040013786,0.0
49.0,v64,0.24985994,0.018538393,0.0
49.0,v3873,0.0,0.028843166,0.0
49.0,v552,0.12605043,0.013383248,0.0
49.0,v2356,0.0,0.06263565,0.0
49.0,v988,0.0,0.039375037,0.0
49.0,v3318,0.2509804,0.01297422,0.0
49.0,v1034,0.0,0.059921045,0.0
49.0,v2436,0.0,0.08653774,0.0
