frontera,vertice,regret,maxregret,distance
92.0,v3966,0.0,0.011195943,0.0
92.0,v3470,0.0,0.0077079306,0.0
92.0,v232,0.0,0.011641369,0.0
92.0,v4248,0.0,0.006735144,0.0
92.0,v1277,0.0,0.009149775,0.0
92.0,v592,0.0,0.010179393,0.0
92.0,v4051,0.0,0.009893852,0.0
91.0,v3021,0.0,0.006163177,0.0
91.0,v3081,0.0,0.008991843,0.0
91.0,v4389,0.0,0.008126307,0.0
91.0,v3365,0.0,0.007346201,0.0
91.0,v469,0.0,0.012244741,0.0
91.0,v4379,0.0,0.01048876,0.0
91.0,v233,0.0,0.011628256,0.0
91.0,v4256,0.0,0.007180791,0.0
91.0,v4314,0.0,0.012161309,0.0
91.0,v1217,0.0,0.013114726,0.0
91.0,v3999,0.0,0.012092068,0.0
91.0,v4000,0.0,0.012092004,0.0
91.0,v594,0.0,0.010173077,0.0
90.0,v4301,0.0,0.01371357,0.0
90.0,v4378,0.0,0.010488761,0.0
90.0,v4380,0.0,0.01048876,0.0
90.0,v3471,0.0,0.00770793,0.0
90.0,v3779,0.0,0.008126307,0.0
90.0,v4052,0.0,0.009892704,0.0
90.0,v4212,0.0,0.0021137411,0.0
90.0,v4300,0.0,0.0137838805,0.0
90.0,v2334,0.0,9.5559657E-4,0.0
90.0,v4299,0.0,0.014486987,0.0
90.0,v468,0.0,0.012244748,0.0
90.0,v470,0.0,0.012244741,0.0
90.0,v471,0.0,0.0122447405,0.0
90.0,v230,0.0,0.013083981,0.0
89.0,v3800,0.0,0.011975784,0.0
89.0,v4302,0.0,0.013706539,0.0
89.0,v4249,0.0,0.005379452,0.0
89.0,v3967,0.0,0.011195806,0.0
89.0,v3968,0.0,0.011195792,0.0
89.0,v1808,0.0,0.0138695035,0.0
89.0,v2380,0.0,0.01314845,0.0
89.0,v2378,0.0,0.0131485285,0.0
89.0,v4390,0.0,0.008126307,0.0
89.0,v1278,0.0,0.009149775,0.0
89.0,v3969,0.0,0.011195791,0.0
89.0,v3323,0.0,0.014729672,0.0
89.0,v1809,0.0,0.013851321,0.0
89.0,v1724,0.0,0.0050545963,0.0
88.0,v3807,0.0,0.0119113885,0.0
88.0,v3808,0.0,0.011265487,0.0
88.0,v3590,0.0,0.0045484668,0.0
88.0,v595,0.0,0.010173019,0.0
88.0,v3445,0.0,0.014970259,0.0
88.0,v3366,0.0,0.007346195,0.0
88.0,v3780,0.0,0.008126307,0.0
88.0,v2379,0.0,0.013148458,0.0
88.0,v2381,0.0,0.01314845,0.0
88.0,v1847,0.0,0.014460182,0.0
88.0,v4257,0.0,0.0071807904,0.0
88.0,v3289,0.0,0.014295726,0.0
88.0,v3986,0.0,0.0020523756,0.0
88.0,v4303,0.0,0.013705836,0.0
88.0,v2167,0.0,0.008806006,0.0
87.0,v3974,0.0,0.011260237,0.0
87.0,v1396,0.0,0.013313041,0.0
87.0,v3973,0.0,0.01184025,0.0
87.0,v240,0.0,0.015266891,0.0
87.0,v4305,0.0,0.013705758,0.0
87.0,v1279,0.0,0.009149775,0.0
87.0,v3809,0.0,0.011200897,0.0
87.0,v3159,0.0,0.011267715,0.0
87.0,v4250,0.0,0.005243883,0.0
87.0,v2844,0.0,0.0072847237,0.0
87.0,v4214,0.0,0.014671707,0.0
87.0,v1846,0.0,0.015178008,0.0
87.0,v3158,0.0,0.011912973,0.0
87.0,v1810,0.0,0.013849503,0.0
87.0,v4304,0.0,0.013705766,0.0
87.0,v1848,0.0,0.014388399,0.0
87.0,v3022,0.0,0.006087132,0.0
87.0,v4316,0.0,0.012387741,0.0
87.0,v538,0.0,0.011688578,0.0
87.0,v1811,0.0,0.013849322,0.0
86.0,v2382,0.0,0.013148449,0.0
86.0,v242,0.0,0.015188815,0.0
86.0,v4215,0.0,0.014034195,0.0
86.0,v537,0.0,0.0134241935,0.0
86.0,v4458,0.0,0.01484072,0.0
86.0,v1395,0.0,0.013958299,0.0
86.0,v264,0.0,0.009788682,0.0
86.0,v1812,0.0,0.013849304,0.0
86.0,v3160,0.0,0.011203189,0.0
86.0,v1327,0.0,0.015606929,0.0
86.0,v4306,0.0,0.013705758,0.0
86.0,v241,0.0,0.015195913,0.0
86.0,v539,0.0,0.011515017,0.0
86.0,v1813,0.0,0.013849302,0.0
86.0,v596,0.0,0.010173013,0.0
86.0,v4317,0.0,0.012330309,0.0
85.0,v1695,0.0,0.014247188,0.0
85.0,v3380,0.0,0.013959102,0.0
85.0,v2421,0.0,0.010336736,0.0
85.0,v3591,0.0,0.0038458097,0.0
85.0,v1849,0.0,0.0143812215,0.0
85.0,v1397,0.0,0.013248515,0.0
85.0,v4033,0.0,0.013224552,0.0
85.0,v2963,0.0,0.015424239,0.0
85.0,v1850,0.0,0.014380504,0.0
85.0,v2594,0.0,0.0023217807,0.0
85.0,v2983,0.0,0.01534718,0.0
85.0,v2383,0.0,0.013148449,0.0
85.0,v1509,0.0,0.015688092,0.0
85.0,v4318,0.0,0.012324565,0.0
85.0,v243,0.0,0.015188105,0.0
84.0,v2984,0.0,0.015282582,0.0
84.0,v540,0.0,0.011497661,0.0
84.0,v1184,0.0,0.015784616,0.0
84.0,v1814,0.0,0.013849302,0.0
84.0,v1186,0.0,0.015784606,0.0
84.0,v3381,0.0,0.0133073265,0.0
84.0,v3432,0.0,0.014892772,0.0
84.0,v4307,0.0,0.013705757,0.0
84.0,v1696,0.0,0.014110008,0.0
84.0,v239,0.0,0.015976675,0.0
84.0,v3975,0.0,0.011202235,0.0
84.0,v804,0.0,0.0050519574,0.0
84.0,v1398,0.0,0.013242063,0.0
84.0,v3810,0.0,0.011194439,0.0
84.0,v4034,0.0,0.01316002,0.0
83.0,v3382,0.0,0.013242149,0.0
83.0,v3433,0.0,0.014317262,0.0
83.0,v3383,0.0,0.013235631,0.0
83.0,v1187,0.0,0.015784606,0.0
83.0,v2970,0.0,0.01607949,0.0
83.0,v1980,0.0,0.005857022,0.0
83.0,v1185,0.0,0.015784608,0.0
83.0,v4308,0.0,0.013705757,0.0
83.0,v1694,0.0,0.015619009,0.0
83.0,v4258,0.0,0.00718079,0.0
83.0,v1815,0.0,0.013849302,0.0
83.0,v1266,0.0,0.014950419,0.0
83.0,v4032,0.0,0.013869879,0.0
83.0,v2982,0.0,0.015993167,0.0
82.0,v3636,0.0,0.01731352,0.0
82.0,v1698,0.0,0.01409492,0.0
82.0,v3023,0.0,0.0060795275,0.0
82.0,v3637,0.0,0.017311702,0.0
82.0,v4309,0.0,0.013705757,0.0
82.0,v1399,0.0,0.013241418,0.0
82.0,v1856,0.0,0.015096637,0.0
82.0,v1280,0.0,0.009149775,0.0
82.0,v1697,0.0,0.014096292,0.0
82.0,v2845,0.0,0.0072847237,0.0
82.0,v3355,0.0,0.017019734,0.0
81.0,v1953,0.0,0.01896602,0.0
81.0,v3356,0.0,0.016374476,0.0
81.0,v3357,0.0,0.01630995,0.0
81.0,v2422,0.0,0.009181677,0.0
81.0,v2497,0.0,0.018038867,0.0
81.0,v597,0.0,0.0101730125,0.0
81.0,v2503,0.0,0.017329238,0.0
81.0,v3592,0.0,0.0037755442,0.0
81.0,v1857,0.0,0.014452046,0.0
81.0,v4108,0.0,0.013881919,0.0
81.0,v3429,0.0,0.019046456,0.0
80.0,v3544,0.0,0.019312188,0.0
80.0,v3358,0.0,0.016303498,0.0
80.0,v2504,0.0,0.017329238,0.0
80.0,v438,0.0,0.018455682,0.0
80.0,v1954,0.0,0.01896602,0.0
80.0,v3161,0.0,0.011196737,0.0
80.0,v2957,0.0,0.0054152454,0.0
80.0,v3368,0.0,0.017035369,0.0
80.0,v2498,0.0,0.0174002,0.0
80.0,v3369,0.0,0.016376037,0.0
80.0,v1699,0.0,0.014094783,0.0
80.0,v2955,0.0,0.018910816,0.0
80.0,v3976,0.0,0.0111964345,0.0
80.0,v4319,0.0,0.012323991,0.0
79.0,v4035,0.0,0.013153567,0.0
79.0,v3370,0.0,0.016310105,0.0
79.0,v1523,0.0,0.019241966,0.0
79.0,v2846,0.0,0.0072847237,0.0
79.0,v2499,0.0,0.017336333,0.0
79.0,v1281,0.0,0.009149775,0.0
79.0,v1982,0.0,0.013019788,0.0
79.0,v3634,0.0,0.017513542,0.0
79.0,v1700,0.0,0.01409477,0.0
79.0,v720,0.0,0.019456986,0.0
79.0,v541,0.0,0.011495925,0.0
79.0,v3458,0.0,0.01854984,0.0
79.0,v3024,0.0,0.006078767,0.0
79.0,v1967,0.0,0.01562973,0.0
79.0,v2505,0.0,0.017329238,0.0
78.0,v3633,0.0,0.019331967,0.0
78.0,v3359,0.0,0.016302852,0.0
78.0,v2500,0.0,0.017329948,0.0
78.0,v1955,0.0,0.01896602,0.0
78.0,v4109,0.0,0.013236662,0.0
78.0,v2956,0.0,0.018780624,0.0
78.0,v3459,0.0,0.0179684,0.0
78.0,v598,0.0,0.0101730125,0.0
78.0,v2954,0.0,0.02021274,0.0
78.0,v4118,0.0,0.017560827,0.0
78.0,v3162,0.0,0.011196092,0.0
78.0,v3635,0.0,0.017331703,0.0
78.0,v3568,0.0,0.017424097,0.0
78.0,v1400,0.0,0.013241353,0.0
78.0,v2506,0.0,0.017329238,0.0
77.0,v721,0.0,0.019456986,0.0
77.0,v3460,0.0,0.017910257,0.0
77.0,v2423,0.0,0.009066172,0.0
77.0,v1956,0.0,0.01896602,0.0
77.0,v2909,0.0,0.01944159,0.0
77.0,v1983,0.0,0.012307586,0.0
77.0,v3025,0.0,0.006078691,0.0
77.0,v3371,0.0,0.016303513,0.0
77.0,v2771,0.0,0.017329238,0.0
77.0,v4276,0.0,0.021952137,0.0
77.0,v2501,0.0,0.01732931,0.0
77.0,v3569,0.0,0.01741835,0.0
77.0,v1522,0.0,0.020552676,0.0
77.0,v1478,0.0,0.019496383,0.0
77.0,v2847,0.0,0.0072847237,0.0
77.0,v4119,0.0,0.017496297,0.0
76.0,v3461,0.0,0.017904442,0.0
76.0,v722,0.0,0.019456986,0.0
76.0,v4036,0.0,0.013152922,0.0
76.0,v1524,0.0,0.019110898,0.0
76.0,v497,0.0,0.020988189,0.0
76.0,v2507,0.0,0.017329238,0.0
76.0,v906,0.0,0.023073006,0.0
76.0,v4120,0.0,0.017489845,0.0
76.0,v2958,0.0,0.00535776,0.0
76.0,v2424,0.0,0.009054621,0.0
76.0,v4277,0.0,0.021307025,0.0
76.0,v1957,0.0,0.01896602,0.0
76.0,v599,0.0,0.0101730125,0.0
76.0,v542,0.0,0.011495751,0.0
75.0,v2502,0.0,0.017329244,0.0
75.0,v543,0.0,0.011495734,0.0
75.0,v2327,0.0,0.02308266,0.0
75.0,v2910,0.0,0.019440994,0.0
75.0,v3462,0.0,0.01790386,0.0
75.0,v1479,0.0,0.019495737,0.0
75.0,v1401,0.0,0.013241347,0.0
75.0,v1958,0.0,0.01896602,0.0
75.0,v2848,0.0,0.0072847237,0.0
75.0,v4110,0.0,0.013172137,0.0
75.0,v2772,0.0,0.017329238,0.0
75.0,v1480,0.0,0.019495672,0.0
75.0,v1701,0.0,0.014094768,0.0
74.0,v723,0.0,0.019456986,0.0
74.0,v2584,0.0,0.018972808,0.0
74.0,v2000,0.0,0.023454176,0.0
74.0,v2508,0.0,0.017329238,0.0
74.0,v3026,0.0,0.006078684,0.0
74.0,v4121,0.0,0.017489199,0.0
74.0,v1833,0.0,0.020892093,0.0
74.0,v1959,0.0,0.01896602,0.0
74.0,v1550,0.0,0.019504488,0.0
74.0,v4037,0.0,0.013152857,0.0
74.0,v1385,0.0,0.025137965,0.0
74.0,v3163,0.0,0.0111960275,0.0
74.0,v1551,0.0,0.019381968,0.0
74.0,v1549,0.0,0.020729693,0.0
74.0,v2345,0.0,0.020436497,0.0
74.0,v1984,0.0,0.012236368,0.0
73.0,v907,0.0,0.023073006,0.0
73.0,v2912,0.0,0.019440928,0.0
73.0,v2425,0.0,0.009053466,0.0
73.0,v4191,0.0,0.02619449,0.0
73.0,v2314,0.0,0.02211525,0.0
73.0,v2773,0.0,0.017329238,0.0
73.0,v1552,0.0,0.019369716,0.0
73.0,v2299,0.0,0.021621896,0.0
73.0,v4459,0.0,0.024242751,0.0
73.0,v2959,0.0,0.0053520114,0.0
73.0,v1960,0.0,0.01896602,0.0
73.0,v1402,0.0,0.013241346,0.0
73.0,v2583,0.0,0.019631362,0.0
73.0,v2849,0.0,0.0072847237,0.0
73.0,v4111,0.0,0.013165684,0.0
73.0,v1834,0.0,0.019660486,0.0
73.0,v2298,0.0,0.023634527,0.0
72.0,v151,0.24985994,6.416868E-4,0.0
72.0,v3164,0.0,0.011196021,0.0
72.0,v1450,0.0,0.025147524,0.0
72.0,v4017,0.0,0.0069438205,0.0
72.0,v2509,0.0,0.017329238,0.0
72.0,v2913,0.0,0.019440928,0.0
72.0,v2169,0.0,0.02754738,0.0
72.0,v1554,0.0,0.01936837,0.0
72.0,v1553,0.0,0.01936849,0.0
72.0,v1344,0.0,0.018506756,0.0
72.0,v908,0.0,0.023073006,0.0
72.0,v2328,0.0,0.02308266,0.0
72.0,v4122,0.0,0.017489135,0.0
72.0,v2170,0.0,0.027540134,0.0
72.0,v2346,0.0,0.020436496,0.0
72.0,v840,0.0,0.024293745,0.0
72.0,v2315,0.0,0.021469971,0.0
71.0,v2329,0.0,0.02308266,0.0
71.0,v1403,0.0,0.013241346,0.0
71.0,v1481,0.0,0.019495666,0.0
71.0,v1503,0.0,0.019369729,0.0
71.0,v4018,0.0,0.0069438205,0.0
71.0,v37,0.0,0.024975086,0.0
71.0,v2300,0.0,0.021420633,0.0
71.0,v4112,0.0,0.013165039,0.0
71.0,v667,0.0,0.028010521,0.0
71.0,v1475,0.0,0.024494309,0.0
71.0,v1502,0.0,0.019382108,0.0
71.0,v2914,0.0,0.019440928,0.0
71.0,v4085,0.24985994,6.478905E-4,0.0
71.0,v2774,0.0,0.017329238,0.0
71.0,v2001,0.0,0.023454176,0.0
71.0,v407,0.0,0.015910752,0.0
70.0,v3030,0.0,0.02574186,0.0
70.0,v841,0.0,0.024171818,0.0
70.0,v2915,0.0,0.019440928,0.0
70.0,v653,0.24985994,6.545577E-4,0.0
70.0,v38,0.0,0.023603989,0.0
70.0,v1587,0.0,0.024474196,0.0
70.0,v1345,0.0,0.018370386,0.0
70.0,v2565,0.0,0.02899397,0.0
70.0,v2002,0.0,0.023454176,0.0
70.0,v1895,0.24985994,6.546342E-4,0.0
70.0,v3887,0.0,0.032648545,0.0
70.0,v909,0.0,0.023073006,0.0
70.0,v4220,0.0,0.0019585956,0.0
70.0,v3799,0.24985994,6.545578E-4,0.0
70.0,v2911,0.0,0.019440934,0.0
70.0,v3850,0.0,0.026529338,0.0
70.0,v4123,0.0,0.017489128,0.0
70.0,v4285,0.0,0.023024136,0.0
70.0,v2769,0.0,0.017329302,0.0
70.0,v3165,0.0,0.01119602,0.0
70.0,v2510,0.0,0.017329238,0.0
70.0,v1451,0.0,0.024502208,0.0
69.0,v2770,0.0,0.017329244,0.0
69.0,v1504,0.0,0.019368492,0.0
69.0,v2313,0.24985994,6.545577E-4,0.0
69.0,v999,0.0,0.029571695,0.0
69.0,v2960,0.0,0.005351437,0.0
69.0,v1202,0.0,0.033234376,0.0
69.0,v842,0.0,0.024159625,0.0
69.0,v3666,0.24985994,6.6228834E-4,0.0
69.0,v463,0.0,0.026146704,0.0
69.0,v2316,0.0,0.021405444,0.0
69.0,v3888,0.0,0.032073177,0.0
69.0,v668,0.0,0.026784604,0.0
69.0,v2719,0.0,0.0031046788,0.0
69.0,v1346,0.0,0.01835675,0.0
69.0,v1588,0.0,0.024474196,0.0
69.0,v1452,0.0,0.024437677,0.0
69.0,v2916,0.0,0.019440928,0.0
69.0,v1404,0.0,0.013241346,0.0
69.0,v2171,0.0,0.02753941,0.0
69.0,v4113,0.0,0.013164975,0.0
69.0,v2775,0.0,0.017329238,0.0
69.0,v2869,0.0,0.022182802,0.0
69.0,v724,0.0,0.019456986,0.0
68.0,v4280,0.0,0.021015532,0.0
68.0,v3748,0.24985994,9.128594E-4,0.0
68.0,v4259,0.0,0.030031743,0.0
68.0,v2917,0.0,0.019440928,0.0
68.0,v1347,0.0,0.018355386,0.0
68.0,v1505,0.0,0.01936837,0.0
68.0,v2296,0.0,0.026828973,0.0
68.0,v925,0.24985994,6.628786E-4,0.0
68.0,v2961,0.0,0.005351379,0.0
68.0,v2850,0.0,0.0072847237,0.0
68.0,v2290,0.24985994,6.5456366E-4,0.0
68.0,v1462,0.0,0.038498305,0.0
68.0,v1376,0.0,0.03768844,0.0
68.0,v447,0.0,0.032807052,0.0
68.0,v2511,0.0,0.017329238,0.0
68.0,v1330,0.0,0.02259188,0.0
68.0,v1203,0.0,0.03150432,0.0
68.0,v2172,0.0,0.027539337,0.0
68.0,v725,0.0,0.019456986,0.0
68.0,v66,0.24985994,0.001750878,0.0
68.0,v4261,0.24985994,6.5464294E-4,0.0
67.0,v1375,0.0,0.038555603,0.0
67.0,v2173,0.0,0.02753933,0.0
67.0,v4286,0.0,0.022300089,0.0
67.0,v238,0.24985994,7.269014E-4,0.0
67.0,v4019,0.0,0.0069438205,0.0
67.0,v3889,0.0,0.03201564,0.0
67.0,v4391,0.0,0.035555642,0.0
67.0,v1204,0.0,0.031331316,0.0
67.0,v2720,0.0,0.0029030282,0.0
67.0,v2776,0.0,0.017329238,0.0
67.0,v2918,0.0,0.019440928,0.0
67.0,v1405,0.0,0.013241346,0.0
67.0,v1143,0.24985994,0.0037286743,0.0
67.0,v1500,0.0,0.020743651,0.0
67.0,v2828,0.24985994,0.0010282277,0.0
67.0,v2566,0.0,0.028936548,0.0
67.0,v285,0.0,0.028295035,0.0
67.0,v2317,0.0,0.021398991,0.0
67.0,v1501,0.0,0.019505884,0.0
